label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,id,main_topic
zomorodian (2016),,69,4.2968,6,4.2968,2016,37,6,4,thermal comfort in educational buildings: a review article,renewable & sustainable energy reviews,"<table><tr><td>Authors:</td><td>zomorodian, zs; tahsildoost, m; hafezi, m</td></tr><tr><td>Title:</td><td>thermal comfort in educational buildings: a review article</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 59, 895-906</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2016.01.033,2639,"{heat, thermal, comfort}"
chenari (2016),,161,8.5937,12,8.5937,2016,103,12,4,"towards sustainable, energy-efficient and healthy ventilation strategies in buildings: a review",renewable & sustainable energy reviews,"<table><tr><td>Authors:</td><td>chenari, b; carrilho, jd; da silva, mg</td></tr><tr><td>Title:</td><td>towards sustainable, energy-efficient and healthy ventilation strategies in buildings: a review</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 59, 1426-1447</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2016.01.074,2640,"{energi, build, consumpt}"
lohri (2016),,65,5.013,7,5.013,2016,31,7,6,char fuel production in developing countries - a review of urban biowaste carbonization,renewable & sustainable energy reviews,"<table><tr><td>Authors:</td><td>lohri, cr; rajabu, hm; sweeney, dj; zurbrugg, c</td></tr><tr><td>Title:</td><td>char fuel production in developing countries - a review of urban biowaste carbonization</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 59, 1514-1530</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2016.01.088,2641,"{wast, manag, solid}"
sallis (2016),,86,25.7811,36,25.7811,2016,62,36,5,physical activity in relation to urban environments in 14 cities worldwide: a cross-sectional study,lancet,"<table><tr><td>Authors:</td><td>sallis, jf; cerin, e; conway, tl; adams, ma; frank, ld; pratt, m; salvo, d; schipperijn, j; smith, g; cain, kl; davey, r; kerr, j; lai, pc; mitas, j; reis, r; sarmiento, ol; schofield, g; troelsen, j; van dyck, d; de bourdeaudhuij, i; owen, n</td></tr><tr><td>Title:</td><td>physical activity in relation to urban environments in 14 cities worldwide: a cross-sectional study</td></tr><tr><td>Source:</td><td>lancet, 387(10034), 2207-2217</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/s0140-6736(15)01284-2,2642,
stern (2016),,40,5.7291,8,5.7291,2016,28,8,4,opportunities and insights for reducing fossil fuel consumption by households and organizations,nature energy,"<table><tr><td>Authors:</td><td>stern, pc; janda, kb; brown, ma; steg, l; vine, el; lutzenhiser, l</td></tr><tr><td>Title:</td><td>opportunities and insights for reducing fossil fuel consumption by households and organizations</td></tr><tr><td>Source:</td><td>nature energy, 1</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/nenergy.2016.43,2653,
creutzig (2016),,260,3.5807,5,3.5807,2016,185,5,2,evolving narratives of low-carbon futures in transportation,transport reviews,"<table><tr><td>Authors:</td><td>creutzig, f</td></tr><tr><td>Title:</td><td>evolving narratives of low-carbon futures in transportation</td></tr><tr><td>Source:</td><td>transport reviews, 36(3), 341-360</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1080/01441647.2015.1079277,2658,
miller (2016),,94,3.5807,5,3.5807,2016,82,5,2,analyzing the sustainability performance of public transit,transportation research part d-transport and environment,"<table><tr><td>Authors:</td><td>miller, p; de barros, ag; kattan, l; wirasinghe, sc</td></tr><tr><td>Title:</td><td>analyzing the sustainability performance of public transit</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 44, 177-198</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.trd.2016.02.012,2710,"{develop, sustain, plan}"
li (2016),,100,3.5807,5,3.5807,2016,89,5,4,energy performance simulation for planning a low carbon neighborhood urban district: a case study in the city of macau,habitat international,"<table><tr><td>Authors:</td><td>li, zw; quan, sj; yang, ppj</td></tr><tr><td>Title:</td><td>energy performance simulation for planning a low carbon neighborhood urban district: a case study in the city of macau</td></tr><tr><td>Source:</td><td>habitat international, 53, 206-214</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.habitatint.2015.11.010,2780,
wang (2016),,112,5.013,7,5.013,2016,72,7,4,ghg emission reduction performance of state-of-the-art green buildings: review of two case studies,renewable & sustainable energy reviews,"<table><tr><td>Authors:</td><td>wang, t; seo, s; liao, pc; fang, dp</td></tr><tr><td>Title:</td><td>ghg emission reduction performance of state-of-the-art green buildings: review of two case studies</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 56, 484-493</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2015.11.037,2796,
he (2016),,84,5.7291,8,5.7291,2016,49,8,1,sustainability si: optimal prices of electricity at public charging stations for plug-in electric vehicles,networks & spatial economics,"<table><tr><td>Authors:</td><td>he, f; yin, yf; wang, jh; yang, yn</td></tr><tr><td>Title:</td><td>sustainability si: optimal prices of electricity at public charging stations for plug-in electric vehicles</td></tr><tr><td>Source:</td><td>networks & spatial economics, 16(1), 131-154</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s11067-013-9212-8,2825,"{vehicl, electr, charg}"
nieuwenhuijsen (2016),,78,4.2968,6,4.2968,2016,48,6,5,transport and health: a marriage of convenience or an absolute necessity,environment international,"<table><tr><td>Authors:</td><td>nieuwenhuijsen, mj; khreis, h; verlinghieri, e; rojas-rueda, d</td></tr><tr><td>Title:</td><td>transport and health: a marriage of convenience or an absolute necessity</td></tr><tr><td>Source:</td><td>environment international, 88, 150-152</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.envint.2015.12.030,2856,"{transport, public, access}"
ohnishi (2016),,46,4.2968,6,4.2968,2016,10,6,3,comparative analysis of recycling industry development in japan following the eco-town program for eco-industrial development,journal of cleaner production,"<table><tr><td>Authors:</td><td>ohnishi, s; fujii, m; fujita, t; matsumoto, t; dong, l; akiyama, h; dong, hj</td></tr><tr><td>Title:</td><td>comparative analysis of recycling industry development in japan following the eco-town program for eco-industrial development</td></tr><tr><td>Source:</td><td>journal of cleaner production, 114, 95-102</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jciepro.2015.04.088,2869,"{recycl, household, collect}"
fujii (2016),,46,4.2968,6,4.2968,2016,14,6,3,possibility of developing low-carbon industries through urban symbiosis in asian cities,journal of cleaner production,"<table><tr><td>Authors:</td><td>fujii, m; fujita, t; dong, l; lu, cp; geng, y; behera, sk; park, hs; chiu, asf</td></tr><tr><td>Title:</td><td>possibility of developing low-carbon industries through urban symbiosis in asian cities</td></tr><tr><td>Source:</td><td>journal of cleaner production, 114, 376-386</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.04.027,2873,
pincetl (2016),,74,3.5807,5,3.5807,2016,57,5,4,"analysis of high-resolution utility data for understanding energy use in urban systems: the case of los angeles, california",journal of industrial ecology,"<table><tr><td>Authors:</td><td>pincetl, s; graham, r; murphy, s; sivaraman, d</td></tr><tr><td>Title:</td><td>analysis of high-resolution utility data for understanding energy use in urban systems: the case of los angeles, california</td></tr><tr><td>Source:</td><td>journal of industrial ecology, 20(1), 166-178</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1111/jiec.12299,2893,
chen (2016),,38,3.5807,5,3.5807,2016,28,5,6,evaluation of greenhouse gas emissions for several municipal solid waste management strategies,journal of cleaner production,"<table><tr><td>Authors:</td><td>chen, yc; lo, sl</td></tr><tr><td>Title:</td><td>evaluation of greenhouse gas emissions for several municipal solid waste management strategies</td></tr><tr><td>Source:</td><td>journal of cleaner production, 113, 606-612</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.11.058,2896,
damso (2016),,127,4.2968,6,4.2968,2016,78,6,3,local climate action plans in climate change mitigation - examining the case of denmark,energy policy,"<table><tr><td>Authors:</td><td>damso, t; kjaer, t; christensen, tb</td></tr><tr><td>Title:</td><td>local climate action plans in climate change mitigation - examining the case of denmark</td></tr><tr><td>Source:</td><td>energy policy, 89, 74-83</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2015.11.013,2913,
li (2016),,54,3.5807,5,3.5807,2016,31,5,6,coal-based synthetic natural gas (sng) for municipal heating in china: analysis of haze pollutants and greenhouse gases (ghgs) emissions,journal of cleaner production,"<table><tr><td>Authors:</td><td>li, hc; yang, sy; zhang, j; qian, y</td></tr><tr><td>Title:</td><td>coal-based synthetic natural gas (sng) for municipal heating in china: analysis of haze pollutants and greenhouse gases (ghgs) emissions</td></tr><tr><td>Source:</td><td>journal of cleaner production, 112, 1350-1359</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.04.078,2936,
huang (2016),,44,5.7291,8,5.7291,2016,36,8,4,analysis of existing building energy saving policies in japan and china,journal of cleaner production,"<table><tr><td>Authors:</td><td>huang, b; mauerhofer, v; geng, y</td></tr><tr><td>Title:</td><td>analysis of existing building energy saving policies in japan and china</td></tr><tr><td>Source:</td><td>journal of cleaner production, 112, 1510-1518</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.07.041,2937,"{polici, instrument, effect}"
zhou (2016),,43,5.7291,8,5.7291,2016,34,8,4,achieving energy efficient buildings via retrofitting of existing buildings: a case study,journal of cleaner production,"<table><tr><td>Authors:</td><td>zhou, zh; zhang, sz; wang, cd; zuo, j; he, q; rameezdeen, r</td></tr><tr><td>Title:</td><td>achieving energy efficient buildings via retrofitting of existing buildings: a case study</td></tr><tr><td>Source:</td><td>journal of cleaner production, 112, 3605-3615</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.09.046,2943,"{energi, build, consumpt}"
akbari (2016),,48,12.8905,18,12.8905,2016,29,18,4,local climate change and urban heat island mitigation techniques - the state of the art,journal of civil engineering and management,"<table><tr><td>Authors:</td><td>akbari, h; cartalis, c; kolokotsa, d; muscio, a; pisello, al; rossi, f; santamouris, m; synnefa, a; wong, nh; zinzi, m</td></tr><tr><td>Title:</td><td>local climate change and urban heat island mitigation techniques - the state of the art</td></tr><tr><td>Source:</td><td>journal of civil engineering and management, 22(1), 1-16</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.3846/13923730.2015.1111934,2953,
mashayekh (2012),,119,0.6772,9,0.6772,2012,88,9,2,potentials for sustainable transportation in cities to alleviate climate change impacts,environmental science & technology,"<table><tr><td>Authors:</td><td>mashayekh, y; jaramillo, p; samaras, c; hendrickson, ct; blackhurst, m; maclean, hl; matthews, hs</td></tr><tr><td>Title:</td><td>potentials for sustainable transportation in cities to alleviate climate change impacts</td></tr><tr><td>Source:</td><td>environmental science & technology, 46(5), 2529-2537</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1021/es203353q,3001,
borjesson (2012),,406,5.041,67,5.041,2012,194,67,7,"the stockholm congestion charges-5 years on. effects, acceptability and lessons learnt",transport policy,"<table><tr><td>Authors:</td><td>borjesson, m; eliasson, j; hugosson, mb; brundell-freij, k</td></tr><tr><td>Title:</td><td>the stockholm congestion charges-5 years on. effects, acceptability and lessons learnt</td></tr><tr><td>Source:</td><td>transport policy, 20, 1-12</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2011.11.001,3005,"{vehicl, electr, charg}"
li (2012),,178,1.2791,17,1.2791,2012,106,17,7,congestion charging and car use: a review of stated preference and opinion studies and market monitoring evidence,transport policy,"<table><tr><td>Authors:</td><td>li, z; hensher, da</td></tr><tr><td>Title:</td><td>congestion charging and car use: a review of stated preference and opinion studies and market monitoring evidence</td></tr><tr><td>Source:</td><td>transport policy, 20, 47-61</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2011.12.004,3006,"{price, congest, road}"
zuniga (2012),,59,0.4514,6,0.4514,2012,30,6,5,from barrier elimination to barrier negotiation: a qualitative study of parents' attitudes about active travel for elementary school trips,transport policy,"<table><tr><td>Authors:</td><td>zuniga, kd</td></tr><tr><td>Title:</td><td>from barrier elimination to barrier negotiation: a qualitative study of parents' attitudes about active travel for elementary school trips</td></tr><tr><td>Source:</td><td>transport policy, 20, 75-81</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2011.12.003,3007,"{activ, school, health}"
jones (2012),,89,0.3762,5,0.3762,2012,74,5,5,getting the british back on bicycles-the effects of urban traffic-free paths on everyday cycling,transport policy,"<table><tr><td>Authors:</td><td>jones, t</td></tr><tr><td>Title:</td><td>getting the british back on bicycles-the effects of urban traffic-free paths on everyday cycling</td></tr><tr><td>Source:</td><td>transport policy, 20, 140-151</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2012.01.014,3008,"{bicycl, cycl, cyclist}"
jones (2012),,119,2.3324,31,2.3324,2012,77,31,2,"the social consequences of transport decision-making: clarifying concepts, synthesising knowledge and assessing implications",journal of transport geography,"<table><tr><td>Authors:</td><td>jones, p; lucas, k</td></tr><tr><td>Title:</td><td>the social consequences of transport decision-making: clarifying concepts, synthesising knowledge and assessing implications</td></tr><tr><td>Source:</td><td>journal of transport geography, 21, 4-16</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.01.012,3011,"{develop, sustain, plan}"
hale (2012),,58,0.7524,10,0.7524,2012,36,10,3,resilient ecological solutions for urban regeneration,proceedings of the institution of civil engineers-engineering,"<table><tr><td>Authors:</td><td>hale, jd; sadler, j</td></tr><tr><td>Title:</td><td>resilient ecological solutions for urban regeneration</td></tr><tr><td>Source:</td><td>proceedings of the institution of civil engineers-engineering, 165(1), 59-67</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1680/ensu.2012.165.1.59,3016,"{develop, sustain, plan}"
caputo (2012),,66,0.7524,10,0.7524,2012,58,10,3,testing energy efficiency in urban regeneration,proceedings of the institution of civil engineers-engineering,"<table><tr><td>Authors:</td><td>caputo, s; caserio, m; coles, r; jankovic, l; gaterell, mr</td></tr><tr><td>Title:</td><td>testing energy efficiency in urban regeneration</td></tr><tr><td>Source:</td><td>proceedings of the institution of civil engineers-engineering, 165(1), 69-80</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1680/ensu.2012.165.1.69,3017,"{develop, sustain, plan}"
wilson (2012),,39,5.6429,75,5.6429,2012,13,75,6,comparative analysis of solid waste management in 20 cities,waste management & research,"<table><tr><td>Authors:</td><td>wilson, dc; rodic, l; scheinberg, a; velis, ca; alabaster, g</td></tr><tr><td>Title:</td><td>comparative analysis of solid waste management in 20 cities</td></tr><tr><td>Source:</td><td>waste management & research, 30(3), 237-254</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1177/0734242x12437569,3024,
hickman (2012),,339,2.1067,28,2.1067,2012,191,28,2,examining transport futures with scenario analysis and mca,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>hickman, r; saxena, s; banister, d; ashiru, o</td></tr><tr><td>Title:</td><td>examining transport futures with scenario analysis and mca</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(3), 560-575</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2011.11.006,3027,
gil (2012),,62,0.3762,5,0.3762,2012,36,5,3,the innovation potential of new infrastructure development: an empirical study of heathrow airport's t5 project,research policy,"<table><tr><td>Authors:</td><td>gil, n; miozzo, m; massini, s</td></tr><tr><td>Title:</td><td>the innovation potential of new infrastructure development: an empirical study of heathrow airport's t5 project</td></tr><tr><td>Source:</td><td>research policy, 41(2), 452-466</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.respol.2011.10.011,3035,"{develop, sustain, plan}"
dell'olio (2012),,132,1.3543,18,1.3543,2012,99,18,8,optimizing bus-size and headway in transit networks,transportation,"<table><tr><td>Authors:</td><td>dell'olio, l; ibeas, a; ruisanchez, f</td></tr><tr><td>Title:</td><td>optimizing bus-size and headway in transit networks</td></tr><tr><td>Source:</td><td>transportation, 39(2), 449-464</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1007/s11116-011-9332-2,3038,"{model, network, optim}"
ren (2012),,25,2.2572,30,2.2572,2012,21,30,4,optimal option of distributed energy systems for building complexes in different climate zones in china,applied energy,"<table><tr><td>Authors:</td><td>ren, hb; zhou, ws; gao, wj</td></tr><tr><td>Title:</td><td>optimal option of distributed energy systems for building complexes in different climate zones in china</td></tr><tr><td>Source:</td><td>applied energy, 91(1), 156-165</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2011.08.044,3044,
neutens (2012),,59,0.9029,12,0.9029,2012,31,12,2,a gis-based method to identify spatiotemporal gaps in public service delivery,applied geography,"<table><tr><td>Authors:</td><td>neutens, t; delafontaine, m; scott, dm; de maeyera, p</td></tr><tr><td>Title:</td><td>a gis-based method to identify spatiotemporal gaps in public service delivery</td></tr><tr><td>Source:</td><td>applied geography, 32(2), 253-264</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.apgeog.2011.05.006,3045,"{bus, servic, oper}"
zhao (2012),,37,4.0629,54,4.0629,2012,31,54,4,residential energy consumption in urban china: a decomposition analysis,energy policy,"<table><tr><td>Authors:</td><td>zhao, xl; li, n; ma, cb</td></tr><tr><td>Title:</td><td>residential energy consumption in urban china: a decomposition analysis</td></tr><tr><td>Source:</td><td>energy policy, 41, 644-653</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2011.11.027,3058,"{energi, build, consumpt}"
barter (2012),,77,0.7524,10,0.7524,2012,49,10,7,off-street parking policy surprises in asian cities,cities,"<table><tr><td>Authors:</td><td>barter, pa</td></tr><tr><td>Title:</td><td>off-street parking policy surprises in asian cities</td></tr><tr><td>Source:</td><td>cities, 29(1), 23-31</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.cities.2011.06.007,3060,"{park, space, price}"
marique (2012),,202,0.9029,12,0.9029,2012,137,12,2,a method for evaluating transport energy consumption in suburban areas,environmental impact assessment review,"<table><tr><td>Authors:</td><td>marique, af; reiter, s</td></tr><tr><td>Title:</td><td>a method for evaluating transport energy consumption in suburban areas</td></tr><tr><td>Source:</td><td>environmental impact assessment review, 33(1), 1-6</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.eiar.2011.09.001,3067,"{energi, build, consumpt}"
strohbach (2012),,173,3.461,46,3.461,2012,82,46,3,the carbon footprint of urban green space-a life cycle approach,landscape and urban planning,"<table><tr><td>Authors:</td><td>strohbach, mw; arnold, e; haase, d</td></tr><tr><td>Title:</td><td>the carbon footprint of urban green space-a life cycle approach</td></tr><tr><td>Source:</td><td>landscape and urban planning, 104(2), 220-229</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.landurbplan.2011.10.013,3068,
tscharaktschiew (2012),,368,0.9029,12,0.9029,2012,226,12,8,should subsidies to urban passenger transport be increased? a spatial cge analysis for a german metropolitan area,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>tscharaktschiew, s; hirte, g</td></tr><tr><td>Title:</td><td>should subsidies to urban passenger transport be increased? a spatial cge analysis for a german metropolitan area</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(2), 285-309</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2011.09.006,3069,
fenton (2012),,133,0.5267,7,0.5267,2012,108,7,5,community design and policies for free-range children: creating environments that support routine physical activity,childhood obesity,"<table><tr><td>Authors:</td><td>fenton, m</td></tr><tr><td>Title:</td><td>community design and policies for free-range children: creating environments that support routine physical activity</td></tr><tr><td>Source:</td><td>childhood obesity, 8(1), 44-51</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1089/chi.2011.0122,3076,"{activ, school, health}"
zoellner (2012),,109,0.9781,13,0.9781,2012,65,13,5,environmental perceptions and objective walking trail audits inform a community-based participatory research walking intervention,international journal of behavioral nutrition and physical activity,"<table><tr><td>Authors:</td><td>zoellner, j; hill, jl; zynda, k; sample, ad; yadrick, k</td></tr><tr><td>Title:</td><td>environmental perceptions and objective walking trail audits inform a community-based participatory research walking intervention</td></tr><tr><td>Source:</td><td>international journal of behavioral nutrition and physical activity, 9</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1186/1479-5868-9-6,3082,"{activ, school, health}"
litman (2012),,76,0.4514,6,0.4514,2012,70,6,7,pricing for traffic safety how efficient transport pricing can reduce roadway crash risks,transportation research record,"<table><tr><td>Authors:</td><td>litman, t</td></tr><tr><td>Title:</td><td>pricing for traffic safety how efficient transport pricing can reduce roadway crash risks</td></tr><tr><td>Source:</td><td>transportation research record, (2318), 16-22</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3141/2318-03,3088,"{price, congest, road}"
waraich (2012),,74,0.6772,9,0.6772,2012,64,9,7,agent-based parking choice model,transportation research record,"<table><tr><td>Authors:</td><td>waraich, ra; axhausen, kw</td></tr><tr><td>Title:</td><td>agent-based parking choice model</td></tr><tr><td>Source:</td><td>transportation research record, (2319), 39-46</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3141/2319-05,3096,"{park, space, price}"
ogilvie (2012),,146,1.9562,26,1.9562,2012,83,26,5,"evaluating the travel, physical activity and carbon impacts of a 'natural experiment' in the provision of new walking and cycling infrastructure: methods for the core module of the iconnect study",bmj open,"<table><tr><td>Authors:</td><td>ogilvie, d; bull, f; cooper, a; rutter, h; adams, e; brand, c; ghali, k; jones, t; mutrie, n; powell, j; preston, j; sahlqvist, s; song, y</td></tr><tr><td>Title:</td><td>evaluating the travel, physical activity and carbon impacts of a 'natural experiment' in the provision of new walking and cycling infrastructure: methods for the core module of the iconnect study</td></tr><tr><td>Source:</td><td>bmj open, 2(1)</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1136/bmjopen-2011-000694,3099,
appleyard (2012),,186,0.4514,6,0.4514,2012,145,6,7,sustainable and healthy travel choices and the built environment analyses of green and active access to rail transit stations along individual corridors,transportation research record,"<table><tr><td>Authors:</td><td>appleyard, b</td></tr><tr><td>Title:</td><td>sustainable and healthy travel choices and the built environment analyses of green and active access to rail transit stations along individual corridors</td></tr><tr><td>Source:</td><td>transportation research record, (2303), 38-45</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3141/2303-05,3106,"{travel, mode, choic}"
guerra (2012),,223,2.2572,30,2.2572,2012,152,30,2,half-mile circle does it best represent transit station catchments?,transportation research record,"<table><tr><td>Authors:</td><td>guerra, e; cervero, r; tischler, d</td></tr><tr><td>Title:</td><td>half-mile circle does it best represent transit station catchments?</td></tr><tr><td>Source:</td><td>transportation research record, (2276), 101-109</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3141/2276-12,3110,"{transit, rail, station}"
vergara (2012),,136,2.4829,33,2.4829,2012,74,33,6,municipal solid waste and the environment: a global perspective,annual review of environment and resources,"<table><tr><td>Authors:</td><td>vergara, se; tchobanoglous, g</td></tr><tr><td>Title:</td><td>municipal solid waste and the environment: a global perspective</td></tr><tr><td>Source:</td><td>annual review of environment and resources, vol 37, 37, 277-310</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1146/annurev-environ-050511-122532,3143,
lloyd (2012),,87,0.6772,9,0.6772,2012,69,9,2,urbanization and the southern united states,annual review of sociology,"<table><tr><td>Authors:</td><td>lloyd, r</td></tr><tr><td>Title:</td><td>urbanization and the southern united states</td></tr><tr><td>Source:</td><td>annual review of sociology, vol 38, 38, 483-506</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1146/annurev-soc-071811-145540,3149,"{develop, sustain, plan}"
bailey (2012),,128,0.3762,5,0.3762,2012,79,5,3,exploring a city's potential low carbon futures using delphi methods: some preliminary findings,journal of environmental planning and management,"<table><tr><td>Authors:</td><td>bailey, r; longhurst, jws; hayes, et; hudson, l; ragnarsdottir, kv; thumim, j</td></tr><tr><td>Title:</td><td>exploring a city's potential low carbon futures using delphi methods: some preliminary findings</td></tr><tr><td>Source:</td><td>journal of environmental planning and management, 55(8), 1022-1046</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/09640568.2011.635192,3150,
buehler (2012),,255,1.881,25,1.881,2012,186,25,2,demand for public transport in germany and the usa: an analysis of rider characteristics,transport reviews,"<table><tr><td>Authors:</td><td>buehler, r; pucher, j</td></tr><tr><td>Title:</td><td>demand for public transport in germany and the usa: an analysis of rider characteristics</td></tr><tr><td>Source:</td><td>transport reviews, 32(5), 541-567</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/01441647.2012.707695,3154,"{transport, public, access}"
curtis (2012),,47,0.3762,5,0.3762,2012,39,5,2,"transitioning to transit-oriented development: the case of perth, western australia",urban policy and research,"<table><tr><td>Authors:</td><td>curtis, c</td></tr><tr><td>Title:</td><td>transitioning to transit-oriented development: the case of perth, western australia</td></tr><tr><td>Source:</td><td>urban policy and research, 30(3), 275-292</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/08111146.2012.665364,3160,"{develop, sustain, plan}"
sunikka-blank (2012),,79,6.8468,91,6.8468,2012,43,91,4,introducing the prebound effect: the gap between performance and actual energy consumption,building research and information,"<table><tr><td>Authors:</td><td>sunikka-blank, m; galvin, r</td></tr><tr><td>Title:</td><td>introducing the prebound effect: the gap between performance and actual energy consumption</td></tr><tr><td>Source:</td><td>building research and information, 40(3), 260-273</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/09613218.2012.690952,3171,
colombier (2012),,43,0.3762,5,0.3762,2012,36,5,4,shaping climate policy in the housing sector in northern chinese cities,climate policy,"<table><tr><td>Authors:</td><td>colombier, m; li, j</td></tr><tr><td>Title:</td><td>shaping climate policy in the housing sector in northern chinese cities</td></tr><tr><td>Source:</td><td>climate policy, 12(4), 453-473</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/14693062.2011.592665,3172,
velasco (2012),,42,0.8276,11,0.8276,2012,32,11,3,review of singapore's air quality and greenhouse gas emissions: current situation and opportunities,journal of the air & waste management association,"<table><tr><td>Authors:</td><td>velasco, e; roth, m</td></tr><tr><td>Title:</td><td>review of singapore's air quality and greenhouse gas emissions: current situation and opportunities</td></tr><tr><td>Source:</td><td>journal of the air & waste management association, 62(6), 625-641</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/10962247.2012.666513,3174,
