,abstract,doc,number,topic,topic_size
212,"This article examines the inefficient use of resources in the Brazilian transportation system. The energy use growth and external cost generation in this essential economic sector are considerable, and the trend is towards an increasing problem in the coming years. The continued expansion of Brazilian cities and the increase in demand for mobility is a result of a substantial growth in the number of road transport users, as increased earnings enable lower income groups to acquire and use individual motorized means of transport. The aim of this paper is to estimate the potential gains from reducing individual motorized transport by the year 2020. This investigation concludes that in a conservationist scenario, by prioritizing low cost, low technology public policies-which include operation of Bus Rapid Transit systems, walking and cycling facilities and congestion charges, among others-it should be possible to save over USD 30 billion and USD 26 billion in external transportation and infrastructure costs, respectively, up to 2020. In addition, these public policies can save more than 35 million Tons of Oil Equivalents in energy consumption and avoid almost 4,000 thousand tons of local pollution emissions and 37,500 thousand tons of GHG emissions in the same period.",WOS:000302153800019,2020,"{transport, public, access}",295
213,"This article examines the inefficient use of resources in the Brazilian transportation system. The energy use growth and external cost generation in this essential economic sector are considerable, and the trend is towards an increasing problem in the coming years. The continued expansion of Brazilian cities and the increase in demand for mobility is a result of a substantial growth in the number of road transport users, as increased earnings enable lower income groups to acquire and use individual motorized means of transport. The aim of this paper is to estimate the potential gains from reducing individual motorized transport by the year 2020. This investigation concludes that in a conservationist scenario, by prioritizing low cost, low technology public policies-which include operation of Bus Rapid Transit systems, walking and cycling facilities and congestion charges, among others-it should be possible to save over USD 30 billion and USD 26 billion in external transportation and infrastructure costs, respectively, up to 2020. In addition, these public policies can save more than 35 million Tons of Oil Equivalents in energy consumption and avoid almost 4,000 thousand tons of local pollution emissions and 37,500 thousand tons of GHG emissions in the same period.",WOS:000302153800019,2020,"{transport, public, access}",295
214,"The volume of construction work in the GCC countries is dramatically increasing, which poses challenges on energy demand and the environment. The building construction sector in the Kingdom of Saudi Arabia is the largest and fastest in the GCC states. It is estimated that 2.32 million new homes are to be built by 2020 in order to meet the demand of growing population. This article provides a comprehensive picture of the initiatives and research progress in energy conservation and management in the Saudi Arabian building sector. Starting with a background of energy scenario, the article covers the policy-level measures and research and development activities reported so far, and compares the current situation with the global trends. This review reveals that even though there are promising research activities, policy supports and growing public awareness, the Kingdom has wide scope for further developments in order to ensure (through the utilization of its resources at their fullest potential) that all the viable state-of-the-art technologies for energy conservation and management in buildings are implemented. Accordingly, a consolidated outline of the key areas in the domain is presented, and many potential new research directions are proposed. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000371948100133,2020,"{energi, build, consumpt}",779
215,"Tremendous amounts of wastes are generated in urban areas due to accelerating industrialization and urbanization. The current unreasonable waste disposal patterns and potential energy value of urban wastes necessitates the promotion of waste-to-energy implementation. This study is intent on discovering the complete energy, economic and environmental potentials of urban wastes taking municipal solid wastes, waste oil, organic wastewater and livestock manure into consideration. A waste-to-energy system is constructed incorporating these wastes and five waste-to-energy technologies. A novel input-output simulation model is developed and applied to a metropolis to introduce the waste-to energy system into the current socioeconomic system and form five waste-to-energy industries. The trends in waste generation and energy recovery potential, economic benefits and greenhouse gas mitigation contribution for the study area are estimated and explored from 2011 to 2025. By 2025, biodiesel production and power generation could amount to 72.11 thousand t and 1.59 billion kW h respectively. Due to the highest energy recovery and the most subsidies, the organic wastewater biogas industry has the highest output and net profit, followed by the waste incineration power generation industry. In total 17.97 million t (carbon dioxide-equivalent) accumulative greenhouse gas emission could be mitigated. The organic wastewater biogas industry and waste incineration power generation industry are more advantageous for the study area in terms of better energy, economic and environmental performances. The methods presented and the quantified energy, economic and environmental potentials of urban wastes are expected to provide local decision makers with options for sounder waste management. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000372676200015,2025,"{wast, manag, solid}",517
216,"This paper provides a global overview of the design, implementation, and evolution of building energy codes. Reflecting alternative policy goals, building energy codes differ significantly across the United States, the European Union, and China. This review uncovers numerous innovative practices including greenhouse gas emissions caps per square meter of building space, energy performance certificates with retrofit recommendations, and inclusion of renewable energy to achieve nearly zero-energy buildings'. These innovations motivated an assessment of an aggressive commercial building code applied to all US states, requiring both new construction and buildings with major modifications to comply with the latest version of the ASHRAE 90.1 Standards. Using the National Energy Modeling System (NEMS), we estimate that by 2035, such building codes in the United States could reduce energy for space heating, cooling, water heating, and lighting in commercial buildings by 16%, 15%, 20%, and 5%, respectively. Impacts on different fuels and building types, energy rates and bills as well as pollution emission reductions are also examined. (C) 2015 John Wiley & Sons, Ltd.",WOS:000371485900005,2035,"{energi, build, consumpt}",779
217,"Background: Climate change is a global threat to health and wellbeing. Here we provide findings of an international research project investigating the health and wellbeing impacts of policies to reduce greenhouse gas emissions in urban environments.Methods: Five European and two Chinese city authorities and partner academic organisations formed the project consortium. The methodology involved modelling the impact of adopted urban climate-change mitigation transport, buildings and energy policy scenarios, usually for the year 2020 and comparing them with business as usual (BAU) scenarios (where policies had not been adopted). Carbon dioxide emissions, health impacting exposures (air pollution, noise and physical activity), health (cardiovascular, respiratory, cancer and leukaemia) and wellbeing (including noise related wellbeing, overall wellbeing, economic wellbeing and inequalities) were modelled. The scenarios were developed from corresponding known levels in 2010 and pre-existing exposure response functions. Additionally there were literature reviews, three longitudinal observational studies and two cross sectional surveys.Results: There are four key findings. Firstly introduction of electric cars may confer some small health benefits but it would be unwise for a city to invest in electric vehicles unless their power generation fuel mix generates fewer emissions than petrol and diesel. Second, adopting policies to reduce private car use may have benefits for carbon dioxide reduction and positive health impacts through reduced noise and increased physical activity. Third, the benefits of carbon dioxide reduction from increasing housing efficiency are likely to be minor and co-benefits for health and wellbeing are dependent on good air exchange. Fourthly, although heating dwellings by in-home biomass burning may reduce carbon dioxide emissions, consequences for health and wellbeing were negative with the technology in use in the cities studied.Conclusions: The climate-change reduction policies reduced CO2 emissions (the most common greenhouse gas) from cities but impact on global emissions of CO2 would be more limited due to some displacement of emissions. The health and wellbeing impacts varied and were often limited reflecting existing relatively high quality of life and environmental standards in most of the participating cities; the greatest potential for future health benefit occurs in less developed or developing countries.",WOS:000371896300001,2020,"{emiss, carbon, ghg}",383
218,"The gap between calculated and actual energy use has long be recognized as a major hurdle for a realistic assessment of buildings' performance and anticipated benefits from energy conservation measures, especially when attempting a national building stock analysis. A multinational European effort to develop a conceptual framework for monitoring the effectiveness of energy retrofit measures applied in the European housing sector has motivated a number of national pilot actions. This paper presents the results from the work carried out in Greece and elaborates a methodology for deriving different empirical adaptation factors that relate the normative calculated heating energy consumption from energy performance certificates (EPC) with the actual energy use. To gain some additional insight, the work is complemented by evidence from field surveys to collect actual energy use data from dwellings before and after refurbishment and behavioural surveys of occupants. The derived factors are used to adapt the predictions, which are then organized according to the Hellenic residential building typology. The overall approach is used with a building stock model to demonstrate a preliminary assessment of different energy conservation measures, towards meeting the national targets for 2020 and 2030. The ratio of actual to calculated primary energy consumption using the processed EPC data from over 8500 dwellings, averages 0.56 (i.e. 44% lower energy use than calculated). Findings from field surveys of occupant behavioural changes in the operation of space heating systems, confirm poor indoor thermal comfort conditions resulting from reduced operating hours of space heating, lower thermostat settings etc., which deviate significantly from normative calculation assumptions. Other field data on actual energy use before and after refurbishment provide additional insight for adapting the predicted savings as a result of common retrofit actions. Popular measures include for older buildings the installation of double glazed windows, the replacement of heat production systems and roof thermal insulation. On average, the weather corrected actual primary heating energy savings are about 21% by installing double glazed windows and about 18% by replacing an oil-fired boiler with a new natural gas unit. The application of the results with a building stock model illustrates that future energy and emission targets could be reached with the conservative adaptation factors, but will mandate combined measures and more aggressive modernization rates using an average trend scenario. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000372379700012,2020,"{energi, build, consumpt}",779
219,"Building sector consumes a significant amount of energy worldwide (up to 40% of the total global energy); moreover, by the year 2030 the consumption is expected to increase by 50%. One of the reasons is that the performance of buildings and its components degrade over the years. In recent years, energy benchmarking for government office buildings, large scale public buildings and large commercial buildings is one of the key energy saving projects for promoting the development of building energy efficiency and sustainable energy savings in Gulf Cooperation Council (GCC) countries. Benchmarking would increase the purchase of energy efficient equipment, reducing energy bills, CO2 emissions and conventional air pollution. This paper focuses on energy benchmarking for shopping centers in Gulf Coast Region. In addition, this paper will analyze a sample of shopping centers data in Gulf Coast Region (Dubai, Ajman, Sharjah, Oman and Bahrain). It aims to develop a benchmark for these shopping centers by highlighting the status of energy consumption performance. This research will support the sustain ability movement in Gulf area through classifying the shopping centers into: Poor, Usual and Best Practices in terms of energy efficiency. According to the benchmarking analysis in this paper, the shopping centers best energy management practices in the Gulf Coast Region are the buildings that consume less than 810 kW h/m(2)/yr, whereas the poor building practices are the centers that consume greater than 1439 kW h/m(2)/yr. The conclusions of this work can be used as a reference for shopping centres benchmarking with similar climate. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000371550300022,2030,"{energi, build, consumpt}",779
220,"Rising population, income and urbanization are increasing urban passenger transport demand in India. Energy and emissions intensities associated with conventional transport are no longer sustainable vis-a-vis energy security, air quality and climate change. Cities are seeking transport roadmaps that jointly mitigate these risks. Roadmaps vary across cities, but approach to delineate actions is common: (i) 'representative vision' that articulates long-term goals, (ii) methods for comparative scenarios assessment, and (iii) quantification of co-benefits to prioritize actions. This paper illustrates application of quantitative modeling to assess development and environmental co-benefits for Ahmedabad city. The paper constructs two transport scenarios spanning till 2035. The bifurcating themes are: (i) Business-as-Usual (BAU) and Low Carbon Scenario (LCS). The quantitative assessment using Extended Snapshot (ExSS) Model shows that transport activity shall result in four-fold increase in energy demand under BAU from 2010 to 2035. Three key contributors to CO2 mitigation under LCS in merit order are: (i) fuel switch, including decarbonized electricity, (ii) modal shift, and (iii) substitution of travel demand. Scenarios analysis shows that LCS improves energy security by reducing oil demand and also delivers air quality co-benefits - reducing 74% NOx and 83% PM2.5 from the passenger transport sector compared to BAU in 2035. Finally, the paper argues that cities in developing countries can leverage carbon finance to develop sustainable and low carbon mobility plans that prevent adverse infrastructure and behavioral lock-ins and prompt low carbon development. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000375170600024,2035,"{emiss, carbon, ghg}",383
221,"Rising population, income and urbanization are increasing urban passenger transport demand in India. Energy and emissions intensities associated with conventional transport are no longer sustainable vis-a-vis energy security, air quality and climate change. Cities are seeking transport roadmaps that jointly mitigate these risks. Roadmaps vary across cities, but approach to delineate actions is common: (i) 'representative vision' that articulates long-term goals, (ii) methods for comparative scenarios assessment, and (iii) quantification of co-benefits to prioritize actions. This paper illustrates application of quantitative modeling to assess development and environmental co-benefits for Ahmedabad city. The paper constructs two transport scenarios spanning till 2035. The bifurcating themes are: (i) Business-as-Usual (BAU) and Low Carbon Scenario (LCS). The quantitative assessment using Extended Snapshot (ExSS) Model shows that transport activity shall result in four-fold increase in energy demand under BAU from 2010 to 2035. Three key contributors to CO2 mitigation under LCS in merit order are: (i) fuel switch, including decarbonized electricity, (ii) modal shift, and (iii) substitution of travel demand. Scenarios analysis shows that LCS improves energy security by reducing oil demand and also delivers air quality co-benefits - reducing 74% NOx and 83% PM2.5 from the passenger transport sector compared to BAU in 2035. Finally, the paper argues that cities in developing countries can leverage carbon finance to develop sustainable and low carbon mobility plans that prevent adverse infrastructure and behavioral lock-ins and prompt low carbon development. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000375170600024,2035,"{emiss, carbon, ghg}",383
222,"Rising population, income and urbanization are increasing urban passenger transport demand in India. Energy and emissions intensities associated with conventional transport are no longer sustainable vis-a-vis energy security, air quality and climate change. Cities are seeking transport roadmaps that jointly mitigate these risks. Roadmaps vary across cities, but approach to delineate actions is common: (i) 'representative vision' that articulates long-term goals, (ii) methods for comparative scenarios assessment, and (iii) quantification of co-benefits to prioritize actions. This paper illustrates application of quantitative modeling to assess development and environmental co-benefits for Ahmedabad city. The paper constructs two transport scenarios spanning till 2035. The bifurcating themes are: (i) Business-as-Usual (BAU) and Low Carbon Scenario (LCS). The quantitative assessment using Extended Snapshot (ExSS) Model shows that transport activity shall result in four-fold increase in energy demand under BAU from 2010 to 2035. Three key contributors to CO2 mitigation under LCS in merit order are: (i) fuel switch, including decarbonized electricity, (ii) modal shift, and (iii) substitution of travel demand. Scenarios analysis shows that LCS improves energy security by reducing oil demand and also delivers air quality co-benefits - reducing 74% NOx and 83% PM2.5 from the passenger transport sector compared to BAU in 2035. Finally, the paper argues that cities in developing countries can leverage carbon finance to develop sustainable and low carbon mobility plans that prevent adverse infrastructure and behavioral lock-ins and prompt low carbon development. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000375170600024,2035,"{emiss, carbon, ghg}",383
223,"Research has begun to uncover the extent that greenhouse gas emissions can be attributed to cities, as well as the scope for cities to contribute to emissions reduction. But assessments of the economics of urban climate mitigation are lacking, and are currently based on selective case studies or specific sectors. Further analysis is crucial to enable action at the urban level. Here we consider the investment needs associated with 11 clusters of low carbon measures that could be deployed across the world's urban areas in a way that is consistent with a broader 2A degrees C target. Economic assessment of these low carbon measures finds that they could be deployed around the world with investments of c$1 trillion per year between 2015 and 2050 (equivalent to 1.3% of global GDP in 2014). When the direct savings that emerge from these measures due to avoided energy costs are considered, under the central scenario these investments have a net present value of c$16.6 trillion USD in the period to 2050. However, discount rates, energy prices and rates of technological learning are key to the economic feasibility of climate action, with the NPV of these measures ranging from -$1.1 trillion USD to $65.2 trillion USD under different conditions.",WOS:000383615200023,2050,"{emiss, carbon, ghg}",383
224,"China still depends on coal for more than 60% of its power despite big investments in the process of shifting to nuclear, solar and wind power renewable energy resources alignment with Paris climate change agreement (Paris CCA). Chinese government through the Communist Party Central Committee (CPCC) ascribes great importance and commitment to Paris CCA legacy and history landmark implementation at all levels. As the world's biggest carbon dioxide emitter, China has embarked on ""SMART"" pollution and climate changes programs and measures to reduce coal-fired power plants to less than 50% in the next five years include: new China model of energy policies commitment on CO2 and greenhouse gas emissions reductions to less than 20% non-fossil energy use by 2030 without undermining their economic growth, newly introduced electric vehicles transportation benefits, interactive and sustained air quality index (AQI) monitoring systems, decreasing reliance on fossil fuel economic activities, revision of energy price reforms and renewable energy to less energy efficient technologies development. Furthermore, ongoing CPCC improved environmental initiatives, implemented strict regulations and penalties on local companies and firms' pollution production management, massive infrastructures such as highways to reduce CO2 expansion of seven regional emissions trading markets and programs for CO2 emissions and other pollutants are being documented. Maximizing on the centralized nature of the China's government, implemented Chinese pollution, climate changes mitigation and adaptation initiatives, ""SMART' strategies and credible measures are promising. A good and practical example is the interactive and dynamic website and database covering 367 Chinese cities and providing real time information on environmental and pollution emissions AO. Also, water quality index (WQI), radiation and nuclear safety monitoring and management systems over time and space. These are ongoing Chinese valuable and exemplary leadership in Paris CCA implementation to the global community. Especially to pragmatic and responsible efforts to support pollution and climate changes capacity development, technology transfer and empowerment in emissions surveillance and monitoring systems and ""SMART' integrated climate changes mitigation packages in global Sustainable Development Goals (SDGs) context, citizenry health and wellbeing. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000384789500017,2030,"{climat, chang, mitig}",176
225,"The Mediterranean basin is a global hotspot of biological diversity and the most rich biodiversity region in Europe. Nevertheless, climate-driven habitat loss is one of the most serious concerns for biodiversity conservation in this region. We assess Mediterranean habitat loss and conversion into arid habitat under scenarios of climate change and evaluate protected areas, including Natura 2000 sites, which will be affected by these changes. We mapped shifts of Mediterranean and arid domains using four bias corrected simulations from Regional Climate Models for two emission scenarios over this century, dis-aggregated to a 1 km grid size. Our results indicate that by the end of the century the Euro-Mediterranean domain is projected to shift into other climatic domains by an area equivalent to 53 -121% of its current size. However it is projected to lose 11-25% of its current extent, which represents an area close to the size of Greece and Portugal combined. The loss is entirely due to shifts of the arid domain. Additionally, our results indicate that the extent of the arid domain is projected to increase by 228-450% of its current size in the European region. The shrinking of the current Euro-Mediterranean domain is projected to affect 15-23% of the Mediterranean Natura 2000 sites, and the loss in these sites is projected at 13-30% of its current area. Loss is projected to occur in central and southern areas of the Iberian Peninsula, southern Italy and the island of Sicily, south-eastern Greece, Cyprus, Malta and central Turkey. Computed changes in projected climatic parameters indicate that current areas of the Euro-Mediterranean domain will be hotter and drier. Temperature increase and precipitation decrease are projected to be more marked in the summer half of the year. As early as in the 2020s annual temperature is projected to increase by 0.9-1.4 degrees C with respect to the present reference climate, reaching an increase of 2.2-3.6 degrees C by the end of the century. By this period, summer precipitation is projected to decrease by 24-46% and annual precipitation by 14-23%. We provide insight into several aspects of adaptation and management of Mediterranean protected areas. A proactive approach taking into consideration landscape connectivity and the concomitant threats triggered by climate change is a priority. Proactive adaptation and management promoting investments in Green Infrastructure and a denser network of interconnected protected areas are necessary instruments for preserving Mediterranean biodiversity from the threats of habitat loss. (C) 2016 The Authors. Published by Elsevier Ltd.",WOS:000384873900008,2020,"{climat, chang, mitig}",176
226,"Residential buildings in Greece account for about 79% of the exclusive-use building stock and consume about a quarter of the total final energy consumption, with space heating and domestic hot water being the main energy end-uses. About 58% of the dwellings were constructed before the 80 s and the adoption of the first thermal insulation regulation. This paper presents the results from the Hellenic pilot action within EPISCOPE. The overall approach and analysis are based on the national TABULA residential building typology for single- and multi-family houses in order to estimate heating energy performance and savings. The work exploits Census and statistical data for defining the Hellenic building stock and empirical adaptation factors to make more realistic estimates from normative calculations. The analysis is supported by a detailed data disaggregation in terms of the number of dwellings and floor areas, based on envelope thermal characteristics, heat production units, energy carriers, use of renewables etc. The calculation results are adapted for the building types and then projected to the building stock. Numerous scenarios for different modernization rates are assessed for identifying the most promising refurbishment strategies in space heating and DHW for reaching the 2020 and 2030 national CO2 emission targets. (C) 2016 Elsevier B.V. All rights reserved.",WOS:000388153500007,2020,"{heat, thermal, comfort}",471
227,"The climate change research community has developed shared socioeconomic pathways (SSPs) that can be applied to a diverse range of climate research throughout the world (Moss et al., 2010; van Vuuren et al., 2014; O'Neill et al., 2014., Kriegler et al., 2014). However, the regional scenario specifically for cities is also increasing in importance since SSPs are described as being of a global scale. Based on the projected world's pathways which are defined by SSPs, this paper attempts to develop Tokyo's long-term socioeconomic scenarios. Firstly, important factors and elements were investigated through literature reviews, and then a basic theoretical framework was developed. Secondly, expert interviews were conducted to gather more relevant narratives and elements based on the theoretical framework.Three alternative Tokyo future pathways by 2050 were established. The Local Vitality scenario and the Efficiency scenario belong to the sustainability scenario in the SSPs, with a comparison with the business as usual (BAU) case. An important feature of such a city-scale scenario is to address urban form elements and infrastructure. The elements used for Tokyo can be applied for other cities. Projecting the future is fraught with a number of uncertainties, however, describing possible pathways can provide significant support for developing sustainable mechanisms for society as a whole. This work can lay the groundwork for developing further quantitative approaches to examine strategies for reducing environmental and societal impacts in different pathways. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389321500008,2050,"{develop, sustain, plan}",898
228,"Mobility plays a crucial part of our life. Alternative fuels and vehicle technology can mitigate climate change and greenhouse gases from road transport. This study analyses power-train deployments scenarios for the vehicle fleet of the city of Athens until 2021, taken into consideration European policy developments on vehicle CO2 emissions and technological level of readiness, European emissions standards, Greece's economic status, energy mandates and reductions in the European energy mix and translates these into comprehensive scenarios for the road transport sector. It quantifies and assesses the potential environmental impact of these scenarios on CO2 CO, NOx, HC, PM and CO2 emission reductions. The study proposes the development of a Strategic Zero Carbon Transport Plan for the city of Athens, aiming at the creation of a low carbon transport system, which will encompass issues such as life cycle thinking, urban planning and energy minimization aiming at climate change mitigation. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000383811000110,2021,"{emiss, carbon, ghg}",383
229,"Sustainability transformation of the heating sector is recognised as being essential for reaching climate and environmental targets while improving the quality of life in cities worldwide. Participatory strategic planning enabled by scenario methods can be an important tool to guide this transformation, but methods for qualitative scenario analysis supporting stakeholder participation must be further developed and tested in the context of different cities. This paper presents results from integration of urban energy system modelling into the participatory strategic planning process implemented in the city of NE, which suffers problems typical of the heating sector in Serbia and the Western Balkans. The aim was to explore how the scenarios developed by local stakeholders could transform the NB heating system by 2030. Five scenarios developed within participatory backcasting project and a BAU scenario were analysed in terms of decarbonisation, energy security and energy efficiency using Long-range Energy Alternatives Planning System (LEAP). A final scenario ""Efficiency for the green future"" designed by the stakeholders for implementation in the city included high standards of energy efficiency in buildings, increased share of renewables in the heating energy mix, expanding the district heating system, deploying smart technologies and green architecture. The LEAP model demonstrated that this final scenario could lead to achievement of the desirable future vision developed by stakeholders for NB, through substantial improvements in energy efficiency and energy security, and to considerable emissions decreases by 2030 in comparison with the base year (2010) and the BAU scenario. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389104300024,2030,"{develop, sustain, plan}",898
230,"Flood events have become more frequent in Europe, and the adaptation to the increasing flood risks is needed. The Flood Directive set up a series of measures to increase European resilience, establishing Flood Risk Management Plans (FRMPs) at the level of the river basin district as one relevant action. In order to efficiently fulfil this objective, the involvement of stakeholders as well as the analysis of their roles, responsibilities, and demands has been considered to be crucial to develop FRMPs. As a result, the hypothesis tested in this paper is that a consensus solution for the 2021 update Austrian Flood Risk Management Plan is feasible. To demonstrate this, both in-depth interviews and questionnaires to key Austrian stakeholders are implemented. The information collected in both participatory techniques are then used to run a conflict prevention analysis. The results show that (a) improving the coordination among regions and including better land-use planning approaches are preferable to a hypothetical business as usual scenario; and (b) a consensus solution for the 2021 update Austrian FRMP might be achievable on the basis of both a deep discussion on the state-of-the art and green infrastructure development. (C) 2016 The Authors. Published by Elsevier Ltd.",WOS:000389089300032,2021,"{develop, sustain, plan}",898
231,"Newly defined categories of WEEE have increased the types of China's regulated WEEE from 5 to 14. Identification of the amounts and valuable-resource components of the ""new"" WEEE generated is critical to solving the e-waste problem, for both governmental policy decisions and recycling enterprise expansions. This study first estimates and predicts China's new WEEE generation for the period of 2010-2030 using material flow analysis and the lifespan model of the Weibull distribution, then determines the amounts of valuable resources (e.g., base materials, precious metals, and rare-earth minerals) encased annually in WEEE, and their dynamic transfer from in-use stock to waste. Main findings include the following: (i) China will generate 15.5 and 28.4 million tons WEEE in 2020 and 2030, respectively, and has already overtaken the U.S. to become the world's leading producer of e-waste; (ii) among all the types of WEEE, air conditioners, desktop personal computers, refrigerators, and washing machines contribute over 70% of total WEEE by weight. The two categories of EEE-electronic devices and electrical appliances each contribute about half of total WEEE by weight; (iii) more and more valuable resources have been transferred from in-use products to WEEE, significantly enhancing the recycling potential of WEEE from an economic perspective; and (iv) WEEE recycling potential has been evolving from similar to 1.6 (10-22) billion US$ in 2010, to an anticipated similar to 42 (26-58) billion US$ in 2020 and similar to 73.4 (44.5-103.4) billion US$ by 2030. All the obtained results can improve the knowledge base for closing the loop of WEEE recycling, and contribute to governmental policy making and the recycling industry's business development.",WOS:000369471300032,2020,"{recycl, household, collect}",205
232,"Newly defined categories of WEEE have increased the types of China's regulated WEEE from 5 to 14. Identification of the amounts and valuable-resource components of the ""new"" WEEE generated is critical to solving the e-waste problem, for both governmental policy decisions and recycling enterprise expansions. This study first estimates and predicts China's new WEEE generation for the period of 2010-2030 using material flow analysis and the lifespan model of the Weibull distribution, then determines the amounts of valuable resources (e.g., base materials, precious metals, and rare-earth minerals) encased annually in WEEE, and their dynamic transfer from in-use stock to waste. Main findings include the following: (i) China will generate 15.5 and 28.4 million tons WEEE in 2020 and 2030, respectively, and has already overtaken the U.S. to become the world's leading producer of e-waste; (ii) among all the types of WEEE, air conditioners, desktop personal computers, refrigerators, and washing machines contribute over 70% of total WEEE by weight. The two categories of EEE-electronic devices and electrical appliances each contribute about half of total WEEE by weight; (iii) more and more valuable resources have been transferred from in-use products to WEEE, significantly enhancing the recycling potential of WEEE from an economic perspective; and (iv) WEEE recycling potential has been evolving from similar to 1.6 (10-22) billion US$ in 2010, to an anticipated similar to 42 (26-58) billion US$ in 2020 and similar to 73.4 (44.5-103.4) billion US$ by 2030. All the obtained results can improve the knowledge base for closing the loop of WEEE recycling, and contribute to governmental policy making and the recycling industry's business development.",WOS:000369471300032,2020,"{recycl, household, collect}",205
233,"Newly defined categories of WEEE have increased the types of China's regulated WEEE from 5 to 14. Identification of the amounts and valuable-resource components of the ""new"" WEEE generated is critical to solving the e-waste problem, for both governmental policy decisions and recycling enterprise expansions. This study first estimates and predicts China's new WEEE generation for the period of 2010-2030 using material flow analysis and the lifespan model of the Weibull distribution, then determines the amounts of valuable resources (e.g., base materials, precious metals, and rare-earth minerals) encased annually in WEEE, and their dynamic transfer from in-use stock to waste. Main findings include the following: (i) China will generate 15.5 and 28.4 million tons WEEE in 2020 and 2030, respectively, and has already overtaken the U.S. to become the world's leading producer of e-waste; (ii) among all the types of WEEE, air conditioners, desktop personal computers, refrigerators, and washing machines contribute over 70% of total WEEE by weight. The two categories of EEE-electronic devices and electrical appliances each contribute about half of total WEEE by weight; (iii) more and more valuable resources have been transferred from in-use products to WEEE, significantly enhancing the recycling potential of WEEE from an economic perspective; and (iv) WEEE recycling potential has been evolving from similar to 1.6 (10-22) billion US$ in 2010, to an anticipated similar to 42 (26-58) billion US$ in 2020 and similar to 73.4 (44.5-103.4) billion US$ by 2030. All the obtained results can improve the knowledge base for closing the loop of WEEE recycling, and contribute to governmental policy making and the recycling industry's business development.",WOS:000369471300032,2030,"{recycl, household, collect}",205
234,"By 2050, up to 75% of people globally will live in cities. Despite the potential ramifications of this urbanization for ecosystem services (ES), and the importance of locally produced ES for the health and wellbeing of urban residents, syntheses addressing the underlying ecology of ES provision rarely include urban areas. Here, I conduct a quantitative review of urban ES studies in the ecological literature, synthesizing trends across the discipline. I also quantify the extent to which this work considers the organisms and ecosystem components responsible for ES provision using two approaches: assessment of biodiversity-ES relationships, and an adaptation of the service provider concept. The majority of urban ES studies were conducted in western, developed countries, and typically assessed a single service in a single city - largely ignoring ES synergies and tradeoffs, and cross-city comparisons. While several different ES are studied in urban ecosystems, the field is dominated by weather and climate-related regulating services, with assessments of cultural services particularly lacking. Most studies described a habitat type as the service provider; however, studies that considered the biodiversity-ES relationship were more likely to identify a specific functional group, community, or population as the key provider of an ES. The biodiversity-ES relationship itself was most frequently characterized as dependent on the composition of species, functional traits, or structures, rather than correlated with the magnitude of any specific biodiversity metric. While the study of ES in urban ecosystems is increasing, there exists considerable room for further research. Future studies would benefit by expanding the number and categories of ES assessed within and across cities, as well as broadening the geographical scope of urban ES research. Biodiversity-ES assessments in urban ecosystems would also benefit from an expansion of the biodiversity types considered, particularly regarding non-species based approaches, and consideration of non-native and invasive species.",WOS:000377212000002,2050,"{urban, land, citi}",321
235,"This paper assesses comparable urban transport scenarios for China and India. The assessment methodology uses AIM/End-use model with a detailed characterization of technologies to analyze two scenarios for India and China till the year 2050. The first scenario assumes continuation and enhancement, in both countries, of policies under a typical business-as-usual dynamics, like constructing metros, implementing national fuel economy standards, promoting alternate fuel vehicles and implementing national air quality standards. The alternative, low carbon scenario assumes application, in both countries, of globally envisaged measures like fuel economy standards as well as imposition of carbon price derived from a global integrated assessment modeling exercise aiming to achieve global 2 degrees C temperature stabilization target. The modeling results for both countries show that decarbonizing transport sector shall need a wide array of measures including fuel economy, low carbon fuel mix including low carbon electricity supply. The comparison of China and India results provides important insights and lessons from their similarities and differences in the choice of urban transport options. India can benefit from China's experiences as it lags China in urbanization and income. Modeling assessments show that both nations can contribute to, as well as benefit by aligning their transport plans with global climate stabilization regime. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000375170600021,2050,"{emiss, carbon, ghg}",383
