author,year,source,title,doi,main topics,smaller topics
"Gilmour, JT, Roman, F, Clark, MD",1996,JOURNAL OF ENVIRONMENTAL QUALITY,Decomposition of biosolids in a disposal site soil,,"{treatment, wastewat, plant}",
"Koda, S, Nakagiri, S, Yasuda, N, Toyota, M, Ohara, H",1997,INDUSTRIAL HEALTH,A follow-up study of preventive effects on low back pain at worksites by providing a participatory occupational safety and health program,10.2486/indhealth.35.243,"{activ, school, health}","{develop, sustain, plan}"
"Kuppam, AR, Pendyala, RM, Gollakoti, MAV",1998,"TRANSPORTATION FINANCE, ECONOMICS, AND MANAGEMENT",Stated response analysis of the effectiveness of parking pricing strategies for transportation control,,"{park, space, price}; {price, congest, road}; {travel, mode, choic}","{transport, public, access}"
"Moorthy, NVR",1997,JOURNAL OF ADVANCED TRANSPORTATION,Planning of integrated transit network for bus and LRT,,"{model, network, optim}; {bus, servic, oper}; {transit, rail, station}","{transport, public, access}"
"Cervero, R, Landis, J",1997,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Twenty years of the Bay Area Rapid Transit System: Land use and development impacts,10.1016/S0965-8564(96)00027-4,"{urban, land, citi}; {develop, sustain, plan}; {transit, rail, station}","{climat, chang, mitig}"
"Roberts, JW",1998,IEICE TRANSACTIONS ON COMMUNICATIONS,Quality of service guarantees and charging in multiservice networks,,"{price, congest, road}; {bus, servic, oper}; {vehicl, electr, charg}","{model, network, optim}"
"Esser, J, Schreckenberg, M",1997,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,Microscopic simulation of urban traffic based on cellular automata,10.1142/S0129183197000904,"{model, network, optim}","{price, congest, road}; {park, space, price}; {urban, land, citi}; {air, pollut, qualiti}"
"Cevero, R",1996,TRANSPORTATION QUARTERLY,Transit based housing in the San Francisco Bay Area: Market profiles and rent premiums,,"{transit, rail, station}","{develop, sustain, plan}; {park, space, price}; {urban, land, citi}"
"Burris, M, Swenson, C",1998,LAND USE AND TRANSPORTATION PLANNING AND PROGRAMMING APPLICATIONS,Planning Lee County's variable-pricing program,,"{price, congest, road}; {toll, lane, link}; {develop, sustain, plan}","{travel, mode, choic}"
"Caprara, A, Toth, P, Vigo, D, Fischetti, M",1998,OPERATIONS RESEARCH,Modeling and solving the crew rostering problem,10.1287/opre.46.6.820,"{model, network, optim}","{develop, sustain, plan}"
"Lober, DJ",1996,WASTE MANAGEMENT & RESEARCH,Municipal solid waste policy and public participation in household source reduction,,"{recycl, household, collect}; {activ, school, health}; {wast, manag, solid}; {polici, instrument, effect}","{emiss, carbon, ghg}; {develop, sustain, plan}"
"Newbigging, ED, Laskey, JW",1996,BRAIN INJURY,Therapy methodology - Riding the bus: Teaching an adult with a brain injury to use a transit system to travel independently to and from work,10.1080/026990596124250,"{bus, servic, oper}; {transit, rail, station}","{develop, sustain, plan}; {treatment, wastewat, plant}"
"Ozbay, K, Ozmen-Ertekin, D, Yanmaz-Tuzel, O, Holguin-Veras, J",2005,"FINANCE, ECONOMICS, AND ECONOMIC DEVELOPMENT 2005",Analysis of time-of-day pricing impacts at port authority of New York and New Jersey facilities,,"{toll, lane, link}; {price, congest, road}","{travel, mode, choic}"
"Ratnaparkhe, V, Sertic, D",2006,JOURNAL OF CLEANER PRODUCTION,The City of Toronto's Sewer Use By-law and Pollution Prevention,10.1016/j.jclepro.2005.07.009,"{treatment, wastewat, plant}; {develop, sustain, plan}; {air, pollut, qualiti}",
"Ogilvie, D, Egan, M, Hamilton, V, Petticrew, M",2005,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,Systematic reviews of health effects of social interventions: 2. Best available evidence: how low should you go?,10.1136/jech.2005.034199,"{activ, school, health}; {develop, sustain, plan}","{polici, instrument, effect}"
"DeCorla-Souza, P",2005,"FINANCE, ECONOMICS, AND ECONOMIC DEVELOPMENT 2005",Trade-off for road pricing between transportation performance and financial feasibility,,"{brt, bus, system}; {toll, lane, link}","{price, congest, road}; {transit, rail, station}; {travel, mode, choic}"
"Wen, LM, Orr, N, Bindon, J, Rissel, C",2005,HEALTH PROMOTION INTERNATIONAL,Promoting active transport in a workplace setting: evaluation of a pilot study in Australia,10.1093/heapro/dah602,"{activ, school, health}; {transport, public, access}; {travel, mode, choic}",
"Ng, SL",2005,SOCIAL INDICATORS RESEARCH,Subjective residential environment and its implications for quality of life among university students in Hong Kong,10.1007/s11205-004-8032-0,"{activ, school, health}; {develop, sustain, plan}","{green, build, roof}; {transport, public, access}; {urban, land, citi}; {air, pollut, qualiti}"
"Lo, HK, Szeto, WY",2005,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Road pricing modeling for hyper-congestion,10.1016/j.tra.2005.02.019,"{price, congest, road}; {travel, mode, choic}; {model, network, optim}; {toll, lane, link}",
"Bulkeley, H, Betsill, MM",2005,ENVIRONMENTAL POLITICS,Rethinking sustainable cities: Multilevel governance and the 'urban' politics of climate change,10.1080/0964401042000310178,"{develop, sustain, plan}; {climat, chang, mitig}; {urban, land, citi}","{polici, instrument, effect}"
"D'Acierno, L, Gallo, M, Montella, B",2006,TRANSPORT POLICY,Optimisation models for the urban parking pricing problem,10.1016/j.tranpol.2005.08.001,"{park, space, price}; {price, congest, road}; {transit, rail, station}",
"Sarkar, S, Tassiulas, L",2005,IEEE TRANSACTIONS ON NEURAL NETWORKS,Back pressure based multicast scheduling for fair bandwidth allocation,10.1109/TNN.2005.853422,"{model, network, optim}","{price, congest, road}"
"Kurniawan, TA, Lo, WH, Chan, GYS",2006,JOURNAL OF HAZARDOUS MATERIALS,Physico-chemical treatments for removal of recalcitrant contaminants from landfill leachate,10.1016/j.jhazmat.2005.08.010,"{treatment, wastewat, plant}",
"Berman, EM, Korosec, RL",2005,AMERICAN REVIEW OF PUBLIC ADMINISTRATION,Planning to coordinate and coordinating the plan - Evidence from local governments,10.1177/0275074005280308,"{develop, sustain, plan}","{activ, school, health}; {price, congest, road}; {transit, rail, station}; {transport, public, access}"
"Ando, AW, Gosselin, AY",2005,ECONOMIC INQUIRY,Recycling in multifamily dwellings: Does convenience matter?,10.1093/ei/cbi029,"{recycl, household, collect}",
"Verma, A, Dhingra, SL",2005,JOURNAL OF TRANSPORTATION ENGINEERING-ASCE,Feeder bus routes generation within integrated mass transit planning framework,10.1061/(ASCE)0733-947X(2005)131:11(822),"{transit, rail, station}; {model, network, optim}","{develop, sustain, plan}; {bus, servic, oper}"
"Bharadwaj, L, Nilson, S, Judd-Henrey, I, Ouellette, G, Parenteau, L, Tournier, C, Watson, D, Bear, D, Ledoux, G, Bear, A",2006,JOURNAL OF ENVIRONMENTAL HEALTH,Waste disposal in first-nations communities: The issues and steps toward the future,,"{wast, manag, solid}; {develop, sustain, plan}","{activ, school, health}; {air, pollut, qualiti}"
"Stone, B",2005,JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,Urban heat and air pollution - An emerging role for planners in the climate change debate,10.1080/01944360508976402,"{air, pollut, qualiti}; {heat, thermal, comfort}; {climat, chang, mitig}; {urban, land, citi}","{develop, sustain, plan}"
"Foster-Clark, J, Fox, S",2005,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,Delivering integrated transport: the role of communications,,"{develop, sustain, plan}; {transport, public, access}","{bus, servic, oper}; {price, congest, road}; {bicycl, cycl, cyclist}"
"Brown, HS",2005,INTERNATIONAL REGIONAL SCIENCE REVIEW,Nonprofit and for-profit competition with public alternatives in an urban setting with congestion,10.1177/0160017605276188,"{price, congest, road}","{model, network, optim}"
"Norris, C, McCahill, M",2006,BRITISH JOURNAL OF CRIMINOLOGY,CCTV: Beyond penal modernism?,10.1093/bjc/azi047,"{develop, sustain, plan}","{transport, public, access}"
"Jakob, A, Craig, JL, Fisher, G",2006,ENVIRONMENTAL SCIENCE & POLICY,Transport cost analysis: a case study of the total costs of private and public transport in Auckland,10.1016/j.envsci.2005.09.001,"{transport, public, access}","{travel, mode, choic}; {price, congest, road}"
"Sanden, BA, Azar, C",2005,ENERGY POLICY,Near-term technology policies for long-term climate targets economy wide versus technology specific approaches,10.1016/j.enpol.2004.01.012,"{develop, sustain, plan}; {polici, instrument, effect}; {emiss, carbon, ghg}","{climat, chang, mitig}; {heat, thermal, comfort}; {vehicl, electr, charg}"
"Maglaras, C, Zeevi, A",2005,OPERATIONS RESEARCH,Pricing and design of differentiated services: Approximate analysis and structural insights,10.1287/opre.1040.0172,"{model, network, optim}; {price, congest, road}; {bus, servic, oper}",
"Abdou, AA, Budaiwi, IM",2005,JOURNAL OF BUILDING PHYSICS,Comparison of Thermal Conductivity Measurements of Building Insulation Materials under Various Operating Temperatures,10.1177/1744259105056291,"{heat, thermal, comfort}; {energi, build, consumpt}",
"Pereira, MC, Alvim-Ferraz, MCM, Santos, RC",2005,ENVIRONMENTAL MONITORING AND ASSESSMENT,Relevant aspects of air quality in Oporto (Portugal): PM10 and O-3,,"{air, pollut, qualiti}; {develop, sustain, plan}","{transport, public, access}; {emiss, carbon, ghg}"
"Evans, WN, Lien, DS",2005,JOURNAL OF ECONOMETRICS,The benefits of prenatal care: evidence from the PAT bus strike,10.1016/j.jeconom.2004.04.007,,"{activ, school, health}"
"Mui, KW, Chan, WT",2005,ENERGY AND BUILDINGS,Application of the Building Environmental Performance Model (BEPM) in Hong Kong,10.1016/j.enbuild.2004.12.002,"{energi, build, consumpt}; {heat, thermal, comfort}; {model, network, optim}","{air, pollut, qualiti}"
"Guo, X, Sun, HJ",2014,MATHEMATICAL PROBLEMS IN ENGINEERING,"Analysis of Time of Day Fare Discounts on Urban Mass Transit Travel Behavior, Crowding, and Waiting Time",10.1155/2014/686705,"{travel, mode, choic}; {model, network, optim}","{transit, rail, station}"
"Liu, ZY, Meng, Q, Wang, SA",2014,TRANSPORTMETRICA A-TRANSPORT SCIENCE,Variational inequality model for cordon-based congestion pricing under side constrained stochastic user equilibrium conditions,10.1080/23249935.2013.821228,"{toll, lane, link}; {model, network, optim}; {price, congest, road}","{vehicl, electr, charg}"
"Llewellyn, R, Tricker, R, Paton, D",2014,TRANSPORT,TRAVEL PLANS: A CRITICAL COMPARISON OF THE APPLICATION OF LAND USE PLANNING PROCESSES IN ENGLAND AND SCOTLAND,10.3846/16484142.2014.913260,"{travel, mode, choic}; {develop, sustain, plan}","{polici, instrument, effect}"
"Gulhan, G, Ceylan, H, Baskan, O",2014,PROMET-TRAFFIC & TRANSPORTATION,"USING POTENTIAL ACCESSIBILITY MEASURE FOR URBAN PUBLIC TRANSPORTATION PLANNING: A CASE STUDY OF DENIZLI, TURKEY",10.7307/ptt.v26i2.1238,"{develop, sustain, plan}; {model, network, optim}","{transport, public, access}; {polici, instrument, effect}; {urban, land, citi}"
"Qin, FF",2014,MATHEMATICAL PROBLEMS IN ENGINEERING,Investigating the In-Vehicle Crowding Cost Functions for Public Transit Modes,10.1155/2014/502708,"{transit, rail, station}","{vehicl, electr, charg}; {bus, servic, oper}"
"Vanolo, A",2014,URBAN STUDIES,Smartmentality: The Smart City as Disciplinary Strategy,10.1177/0042098013494427,"{develop, sustain, plan}; {urban, land, citi}",
"Blumenberg, E, Pierce, G",2014,JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,A Driving Factor in Mobility? Transportation's Role in Connecting Subsidized Housing and Employment Outcomes in the Moving to Opportunity (MTO) Program,10.1080/01944363.2014.935267,"{activ, school, health}; {transit, rail, station}","{develop, sustain, plan}; {transport, public, access}; {travel, mode, choic}"
"Rocher, L",2014,JOURNAL OF URBAN TECHNOLOGY,"Climate-Energy Policies, Heat Provision, and Urban Planning: A Renewal of Interest in District Heating in France: Insights from National and Local Levels",10.1080/10630732.2014.940711,"{urban, land, citi}; {climat, chang, mitig}; {develop, sustain, plan}","{energi, build, consumpt}; {transit, rail, station}"
"Gammer, N, Cherrett, T, Gutteridge, C",2014,JOURNAL OF TRANSPORT GEOGRAPHY,"Disseminating real-time bus arrival information via QRcode tagged bus stops: a case study of user take-up and reaction in Southampton, UK",10.1016/j.jtrangeo.2013.06.014,"{bus, servic, oper}","{model, network, optim}; {travel, mode, choic}"
"Jazizadeh, F, Ghahramani, A, Becerik-Gerber, B, Kichkaylo, T, Orosz, M",2014,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,Human-Building Interaction Framework for Personalized Thermal Comfort-Driven Systems in Office Buildings,10.1061/(ASCE)CP.1943-5487.0000300,"{heat, thermal, comfort}; {model, network, optim}",
"Song, ZQ, Yin, YF, Lawphongpanich, S, Yang, H",2014,JOURNAL OF ADVANCED TRANSPORTATION,A Pareto-improving hybrid policy for transportation networks,10.1002/atr.1233,"{price, congest, road}; {polici, instrument, effect}",
"Inguane, R, Gallego-Ayala, J, Juizo, D",2014,PHYSICS AND CHEMISTRY OF THE EARTH,Decentralized water resources management in Mozambique: Challenges of implementation at the river basin level,10.1016/j.pce.2013.08.004,"{water, heat, suppli}; {develop, sustain, plan}",
"Kertesz, R, Green, OO, Shuster, WD",2014,WATER SCIENCE AND TECHNOLOGY,Modeling the hydrologic and economic efficacy of stormwater utility credit programs for US single family residences,10.2166/wst.2014.255,"{green, build, roof}","{urban, land, citi}; {model, network, optim}; {develop, sustain, plan}"
"Dill, J, Mohr, C, Ma, L",2014,JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,How Can Psychological Theory Help Cities Increase Walking and Bicycling?,10.1080/01944363.2014.934651,"{bicycl, cycl, cyclist}; {activ, school, health}; {travel, mode, choic}","{develop, sustain, plan}; {transport, public, access}"
"Eng-Larsson, F, Norrman, A",2014,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,Modal shift for greener logistics - exploring the role of the contract,10.1108/IJPDLM-07-2013-0182,"{develop, sustain, plan}; {transport, public, access}; {bus, servic, oper}","{model, network, optim}"
"Kshitij, A, Bhatia, S",2014,JOURNAL OF GLOBAL INFORMATION TECHNOLOGY MANAGEMENT,Untitled,10.1080/1097198X.2014.951298,"{toll, lane, link}; {park, space, price}; {develop, sustain, plan}","{transport, public, access}; {model, network, optim}"
"Salon, D, Wu, JY, Shewmake, S",2014,TRANSPORTATION RESEARCH RECORD,"Impact of Bus Rapid Transit and Metro Rail on Property Values in Guangzhou, China",10.3141/2452-05,"{transit, rail, station}; {price, congest, road}","{transport, public, access}; {bus, servic, oper}"
"Velaga, NR, Pangbourne, K",2014,JOURNAL OF TRANSPORT GEOGRAPHY,Achieving genuinely dynamic road user charging: issues with a GNSS-based approach,10.1016/j.jtrangeo.2013.09.013,"{price, congest, road}; {develop, sustain, plan}; {vehicl, electr, charg}","{model, network, optim}; {transport, public, access}"
"Tang, CH, Yan, S",2007,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,A routing and scheduling framework incorporating real-time adjustments for inter-city bus carriers under stochastic travel times and demands,10.1080/02533839.2007.9671291,"{bus, servic, oper}; {travel, mode, choic}","{model, network, optim}"
"Lilius, J",2014,HOUSING STUDIES,Is There Room for Families in the Inner City? Life-Stage Blenders Challenging Planning,10.1080/02673037.2014.905673,"{urban, land, citi}; {develop, sustain, plan}","{activ, school, health}"
"Bromley, RDF, Matthews, DL, Thomas, CJ",2007,CITIES,City centre accessibility for wheelchair users: The consumer perspective and the planning implications,10.1016/j.cities.2007.01.009,"{develop, sustain, plan}; {activ, school, health}","{urban, land, citi}; {transport, public, access}"
"Lo, K",2014,HABITAT INTERNATIONAL,China's low-carbon city initiatives: The implementation gap and the limits of the target responsibility system,10.1016/j.habitatint.2014.01.007,"{polici, instrument, effect}; {energi, build, consumpt}; {develop, sustain, plan}; {emiss, carbon, ghg}",
"Heller, L, Rodrigues, LA, Silveira, RB",2014,WATER POLICY,Scenarios for environmental sanitation in Brazil,10.2166/wp.2014.119,"{develop, sustain, plan}; {water, heat, suppli}","{wast, manag, solid}"
"Percoco, M",2014,TRANSPORT POLICY,"The effect of road pricing on traffic composition: Evidence from a natural experiment in Milan, Italy",10.1016/j.tranpol.2013.12.001,"{price, congest, road}; {vehicl, electr, charg}; {polici, instrument, effect}","{air, pollut, qualiti}; {emiss, carbon, ghg}"
"Duffhues, J, Mayer, IS, Nefs, M, van der Vliet, M",2014,ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,Breaking barriers to transit-oriented development: insights from the serious game SPRINTCITY,10.1068/b39130,"{develop, sustain, plan}; {model, network, optim}","{transit, rail, station}; {polici, instrument, effect}; {urban, land, citi}"
"Schwendenmann, L, Mitchell, ND",2014,NEW ZEALAND JOURNAL OF ECOLOGY,"Carbon accumulation by native trees and soils in an urban park, Auckland",,"{urban, land, citi}; {treatment, wastewat, plant}","{emiss, carbon, ghg}"
"Hickman, R, Austin, P, Banister, D",2014,JOURNAL OF ENVIRONMENTAL POLICY & PLANNING,Hyperautomobility and Governmentality in Auckland,10.1080/1523908X.2014.954074,"{transport, public, access}; {develop, sustain, plan}; {emiss, carbon, ghg}","{urban, land, citi}"
"Huang, C, Zou, ZJ, Li, ML, Wang, X, Li, W, Huang, WG, Yang, JG, Xiao, XQ",2007,BUILDING AND ENVIRONMENT,Measurements of indoor thermal environment and energy analysis in a large space building in typical seasons,10.1016/j.buildenv.2006.02.016,"{heat, thermal, comfort}","{transit, rail, station}; {air, pollut, qualiti}"
"Spinosa, L, Antonicelli, A, Cuomo, M",2007,JOURNAL OF RESIDUALS SCIENCE & TECHNOLOGY,"Planning the municipal solid waste management: The case of ""Apulia Region (Italy)""",,"{wast, manag, solid}; {develop, sustain, plan}; {recycl, household, collect}; {treatment, wastewat, plant}","{urban, land, citi}"
"Rahman, S, Khan, MTR, Akib, S, Din, NB, Biswas, SK, Shirazi, SM",2014,SCIENTIFIC WORLD JOURNAL,Sustainability of Rainwater Harvesting System in terms of Water Quality,10.1155/2014/721357,"{water, heat, suppli}","{develop, sustain, plan}; {green, build, roof}; {energi, build, consumpt}; {treatment, wastewat, plant}"
"Yildiz, Y, Ozbalta, TG, Eltez, A",2014,ISI BILIMI VE TEKNIGI DERGISI-JOURNAL OF THERMAL SCIENCE AND TECHNOLOGY,ENERGY-SAVING RETROFITTING OF HOUSES IN COLD CLIMATES,,"{energi, build, consumpt}; {heat, thermal, comfort}",
"Sommer, B, Schad, M",2014,GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,Change Agents for Climate Change Mitigation in Urban Areas. Empirical Findings and Practice-Theoretical Insights,,"{develop, sustain, plan}; {climat, chang, mitig}",
"Aravossis, K, Fountzoula, C",2014,FRESENIUS ENVIRONMENTAL BULLETIN,AN ANALYSIS OF AN INNOVATIVE CONCEPT REGARDING EXCHANGING RECYCLABLE WITH AGRICULTURAL PRODUCTS,,"{recycl, household, collect}; {wast, manag, solid}; {develop, sustain, plan}","{treatment, wastewat, plant}"
"Zen, IS, Noor, ZZ, Yusuf, RO",2014,HABITAT INTERNATIONAL,"The profiles of household solid waste recyclers and non-recyclers in Kuala Lumpur, Malaysia",10.1016/j.habitatint.2013.10.010,"{recycl, household, collect}","{activ, school, health}; {urban, land, citi}"
"Vermeulen, R, Salet, W, Majoor, S",2014,DISP,"Locating Exhibition Centers How to Explain Divergent Spatial Development in Amsterdam, Frankfurt, Milan and Munich",10.1080/02513625.2014.945307,"{develop, sustain, plan}","{model, network, optim}; {urban, land, citi}"
"Melo, E",2014,GAMES AND ECONOMIC BEHAVIOR,"Price competition, free entry, and welfare in congested markets",10.1016/j.geb.2013.10.006,"{price, congest, road}; {model, network, optim}",
"Borie, M, Mathevet, R, Letourneau, A, Ring, I, Thompson, JD, Marty, P",2014,ECOLOGY AND SOCIETY,Exploring the Contribution of Fiscal Transfers to Protected Area Policy,10.5751/ES-05716-190109,"{develop, sustain, plan}","{green, build, roof}; {urban, land, citi}"
"Sugiura, A, Beaton, EB, Edulakanti, R, Ricks, K",2014,TRANSPORTATION RESEARCH RECORD,Regulating Intercity Bus Stops in New York City,10.3141/2418-15,"{bus, servic, oper}; {develop, sustain, plan}",
"Cats, O, Reimal, T, Susilo, Y",2014,TRANSPORTATION RESEARCH RECORD,"Public Transport Pricing Policy Empirical Evidence from a Fare-Free Scheme in Tallinn, Estonia",10.3141/2415-10,"{transport, public, access}; {polici, instrument, effect}; {bus, servic, oper}; {travel, mode, choic}","{develop, sustain, plan}; {price, congest, road}"
"Vallabhaneni, S",2014,WATER ENVIRONMENT RESEARCH,Wastewater Collection Systems,10.2175/106143014X14031280667417,"{green, build, roof}; {develop, sustain, plan}","{treatment, wastewat, plant}; {model, network, optim}"
"Zhu, CJ, Jia, B, Han, LH, Gao, ZY",2014,DISCRETE DYNAMICS IN NATURE AND SOCIETY,Parking Pricing and Model Split under Uncertainty,10.1155/2014/679719,"{travel, mode, choic}; {park, space, price}; {model, network, optim}","{price, congest, road}"
"Holloway, CF, Strickland, CH, Gerrard, MB, Firger, DM",2014,HARVARD ENVIRONMENTAL LAW REVIEW,SOLVING THE CSO CONUNDRUM: GREEN INFRASTRUCTURE AND THE UNFULFILLED PROMISE OF FEDERAL-MUNICIPAL COOPERATION,,"{green, build, roof}; {develop, sustain, plan}; {water, heat, suppli}","{air, pollut, qualiti}; {urban, land, citi}; {climat, chang, mitig}"
"Soria-Lara, JA, Montes, LMV",2014,BOLETIN DE LA ASOCIACION DE GEOGRAFOS ESPANOLES,"BEYOND URBAN STRUCTURE AND TRAVEL PATTERN. THE ""MOBILITY ENVIRONMENT"" AS AN INSTRUMENT FOR PLANNING AND EVALUATION",,"{develop, sustain, plan}; {urban, land, citi}","{transit, rail, station}; {model, network, optim}"
"Dodero, AL, da Rocha, PMD, Hernandez, JJ, Cerezo, A",2014,TRANSPORTATION RESEARCH RECORD,"Evaluating Improvements in Bus Rapid Transit in Mexico City, Mexico How Feasible Is It to Improve a Consolidated System?",10.3141/2451-10,"{brt, bus, system}; {model, network, optim}; {develop, sustain, plan}; {bus, servic, oper}",
"Weyrer, TN, Hochmair, HH, Paulus, G",2014,TRANSPORTATION RESEARCH RECORD,"Intermodal Door-to-Door Routing for People with Physical Impairments in a Web-Based, Open-Source Platform",10.3141/2469-12,"{activ, school, health}","{model, network, optim}; {develop, sustain, plan}"
"Mitropoulos, LK, Prevedouros, PD",2014,TRANSPORTATION RESEARCH RECORD,"Multicriterion Sustainability Assessment in Transportation: Private Cars, Carsharing, and Transit Buses",10.3141/2403-07,"{vehicl, electr, charg}; {bus, servic, oper}; {travel, mode, choic}","{transport, public, access}; {develop, sustain, plan}"
"Sperry, BR, Warner, JE, Pearson, RG",2014,TRANSPORTATION RESEARCH RECORD,Examining the Characteristics of Intercity Bus Passengers in Michigan,10.3141/2418-14,"{bus, servic, oper}; {travel, mode, choic}",
"Tan, WGZ, Janssen-Jansen, LB, Bertolini, L",2014,URBAN POLICY AND RESEARCH,The Role of Incentives in Implementing Successful Transit-Oriented Development Strategies,10.1080/08111146.2013.832668,"{develop, sustain, plan}","{climat, chang, mitig}"
"Joewono, TB, Kubota, H",2007,TRANSPORTATION,User satisfaction with paratransit in competition with motorization in indonesia: anticipation of future implications,10.1007/s11116-007-9119-7,"{bus, servic, oper}; {develop, sustain, plan}","{travel, mode, choic}; {transport, public, access}"
"Hutter, CP",2014,WASSERWIRTSCHAFT,Awareness and Education for the Neckar and its Renaturation - Challenges and Tasks of Environmental Education,,"{green, build, roof}; {water, heat, suppli}; {develop, sustain, plan}","{activ, school, health}"
"Arora, NK, Pillai, RN, Maheshwari, M, Arya, S, Das Gupta, R, Chaturvedi, S, Goswami, K, Adhish, SV, Aggarwal, AK, Ahuja, RC, Ahmed, FU, Arora, P, Chandrasekhar, V, Chhetri, A, Das, BC, Das, MK, Dass, R, Devi, R, Deshmukh, V, Dixit, AM, Dutta, AK, Ganguly, KK, Geethalakshmi, Gulati, S, Jagatheeswary, AT, John, KR, Kumar, P, Kumar, R, Kumar, A, Khandekar, J, Mallikarjun, B, Masoodi, MA, Mathew, JL, Mathew, T, Mishra, A, Misra, SK, Muthuselvan, R, Nair, MKC, Nair, S, Nandan, D, Nayek, K, Nahrel, R, Niswade, AK, Pandya, K, Paul, N, Pemde, HK, Prabhu, GR, Pradhan, SK, Rashid, S, Rai, SK, Rao, RSP, Rao, RS, Reddy, AK, Rewal, S, Sarkar, AP, Sankhe, LR, Shetty, TP, Shanbhag, S, Shanbhag, P, Sharma, TD, Singh, G, Singh, LR, Singh, TA, Suresh, SK, Subrahmanyam, GVS, Shivananda, S, Srivastava, VK, Srivastava, K, Tiwari, V, Tomar, A, Varma, A, Vyas, BR, Wig, N, Zodpey, SP",2014,INDIAN JOURNAL OF MEDICAL RESEARCH,Bio-medical waste management: situational analysis & predictors of performances in 25 districts across 20 Indian States,,"{activ, school, health}; {wast, manag, solid}; {develop, sustain, plan}","{green, build, roof}"
"Rawlings, J, Coker, P, Doak, J, Burfoot, B",2014,SUSTAINABLE CITIES AND SOCIETY,Do smart grids offer a new incentive for SME carbon reduction?,10.1016/j.scs.2013.04.003,"{energi, build, consumpt}; {emiss, carbon, ghg}","{activ, school, health}; {water, heat, suppli}; {develop, sustain, plan}; {vehicl, electr, charg}; {polici, instrument, effect}; {model, network, optim}"
"Hsieh, CM, Ni, MC, Tan, H",2014,JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,OPTIMUM WIND ENVIRONMENT DESIGN FOR PEDESTRIANS IN TRANSIT-ORIENTED DEVELOPMENT PLANNING,,"{activ, school, health}","{develop, sustain, plan}; {urban, land, citi}"
"Van Dyk, BJ, Dersch, MS, Edwards, JR, Ruppert, CJ, Barkan, CPL",2014,TRANSPORTATION RESEARCH RECORD,Load Characterization Techniques and Overview of Loading Environment in North America,10.3141/2448-10,"{model, network, optim}; {develop, sustain, plan}",
"Brooke, S, Ison, S, Quddus, M",2014,TRANSPORTATION RESEARCH RECORD,On-Street Parking Search Review and Future Research Direction,10.3141/2469-08,"{park, space, price}; {vehicl, electr, charg}","{develop, sustain, plan}; {air, pollut, qualiti}"
"Middle, I, Dzidic, P, Buckley, A, Bennett, D, Tye, M, Jones, R",2014,URBAN FORESTRY & URBAN GREENING,Integrating community gardens into public parks: An innovative approach for providing ecosystem services in urban areas,10.1016/j.ufug.2014.09.001,"{green, build, roof}; {activ, school, health}; {develop, sustain, plan}; {park, space, price}",
"Trentea, A, Bodea, L, Marcus, I",2014,JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,ASPECTS REGARDING THE USE OF WASTE MANAGEMENT INDICATORS IN DECISION-MAKING AND PUBLIC AWARENESS,,"{wast, manag, solid}; {develop, sustain, plan}","{recycl, household, collect}"
"Havenga, J, Simpson, Z",2014,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,Reducing national freight logistics costs risk in a high-oil-price environment A South African case study,10.1108/IJLM-11-2012-0133,"{develop, sustain, plan}; {model, network, optim}","{price, congest, road}; {transport, public, access}"
"Safran, JS, Beaton, EB, Thompson, R",2014,TRANSPORTATION RESEARCH RECORD,Factors Contributing to Bus Lane Obstruction and Usage in New York City Does Design Matter?,10.3141/2418-07,"{bus, servic, oper}; {bicycl, cycl, cyclist}","{toll, lane, link}; {travel, mode, choic}"
"Holmgren, J, Ivehammar, P",2014,INTERNATIONAL JOURNAL OF TRANSPORT ECONOMICS,MAKING HEADWAY TOWARDS A BETTER UNDERSTANDING OF SERVICE FREQUENCY VALUATIONS: A STUDY OF HOW THE RELATIVE VALUATION OF TRAIN SERVICE FREQUENCY AND IN-VEHICLE TIME VARY WITH TRAVELLER CHARACTERISTICS,,"{travel, mode, choic}","{model, network, optim}"
"Qiao, Z, Tian, GJ, Zhang, LX, Xu, XL",2014,ADVANCES IN METEOROLOGY,Influences of Urban Expansion on Urban Heat Island in Beijing during 1989-2010,10.1155/2014/187169,"{urban, land, citi}; {heat, thermal, comfort}",
