label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,main_topic
perrin (2001),,60,4.1131,93,4.1131,2001,35,93,6,"=MID(N551,FIND(""Title:"",N551)+15,FIND(""<"",N551,FIND(""Title:"",N551)+15)-FIND(""Title:"",N551)-15)","=MID(N551,FIND(""Source:"",N551)+16,FIND("","",N551,FIND(""Source:"",N551)+15)-FIND(""Source:"",N551)-16)","<table><tr><td>Authors:</td><td>perrin, d; barton, j</td></tr><tr><td>Title:</td><td>issues associated with transforming household attitudes and opinions into materials recovery: a review of two kerbside recycling schemes</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 33(1), 61-74</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0921-3449(01)00075-1,
williams (2001),,250,0.2211,5,0.2211,2001,175,5,1,"=MID(N552,FIND(""Title:"",N552)+15,FIND(""<"",N552,FIND(""Title:"",N552)+15)-FIND(""Title:"",N552)-15)","=MID(N552,FIND(""Source:"",N552)+16,FIND("","",N552,FIND(""Source:"",N552)+15)-FIND(""Source:"",N552)-16)","<table><tr><td>Authors:</td><td>williams, hcwl; van vliet, d; kim, ks</td></tr><tr><td>Title:</td><td>the contribution of suppressed and induced traffic in highway appraisal, part 2: policy tests</td></tr><tr><td>Source:</td><td>environment and planning a, 33(7), 1243-1264</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1068/a33204b,"{price, congest, road}"
de dear (2001),,79,5.4399,123,5.4399,2001,42,123,4,"=MID(N553,FIND(""Title:"",N553)+15,FIND(""<"",N553,FIND(""Title:"",N553)+15)-FIND(""Title:"",N553)-15)","=MID(N553,FIND(""Source:"",N553)+16,FIND("","",N553,FIND(""Source:"",N553)+15)-FIND(""Source:"",N553)-16)","<table><tr><td>Authors:</td><td>de dear, r; brager, gs</td></tr><tr><td>Title:</td><td>the adaptive model of thermal comfort and energy conservation in the built environment</td></tr><tr><td>Source:</td><td>international journal of biometeorology, 45(2), 100-108</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1007/s004840100093,"{heat, thermal, comfort}"
proost (2001),,84,1.3268,30,1.3268,2001,68,30,8,"=MID(N554,FIND(""Title:"",N554)+15,FIND(""<"",N554,FIND(""Title:"",N554)+15)-FIND(""Title:"",N554)-15)","=MID(N554,FIND(""Source:"",N554)+16,FIND("","",N554,FIND(""Source:"",N554)+15)-FIND(""Source:"",N554)-16)","<table><tr><td>Authors:</td><td>proost, s; van dender, k</td></tr><tr><td>Title:</td><td>the welfare impacts of alternative policies to address atmospheric pollution in urban road transport</td></tr><tr><td>Source:</td><td>regional science and urban economics, 31(4), 383-411</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0166-0462(00)00079-x,
evison (2001),,61,1.8575,42,1.8575,2001,27,42,6,"=MID(N555,FIND(""Title:"",N555)+15,FIND(""<"",N555,FIND(""Title:"",N555)+15)-FIND(""Title:"",N555)-15)","=MID(N555,FIND(""Source:"",N555)+16,FIND("","",N555,FIND(""Source:"",N555)+15)-FIND(""Source:"",N555)-16)","<table><tr><td>Authors:</td><td>evison, t; read, ad</td></tr><tr><td>Title:</td><td>local authority recycling and waste - awareness publicity/promotion</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 32(3-4), 275-291</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0921-3449(01)00066-0,
williams (2001),,195,0.2654,6,0.2654,2001,135,6,1,"=MID(N556,FIND(""Title:"",N556)+15,FIND(""<"",N556,FIND(""Title:"",N556)+15)-FIND(""Title:"",N556)-15)","=MID(N556,FIND(""Source:"",N556)+16,FIND("","",N556,FIND(""Source:"",N556)+15)-FIND(""Source:"",N556)-16)","<table><tr><td>Authors:</td><td>williams, hcwl; van vliet, d; kim, ks</td></tr><tr><td>Title:</td><td>the contribution of suppressed and induced traffic in highway appraisal, part 1: reference states</td></tr><tr><td>Source:</td><td>environment and planning a, 33(6), 1057-1082</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1068/a33204a,"{price, congest, road}"
cifuentes (2001),,59,2.7421,62,2.7421,2001,20,62,5,"=MID(N557,FIND(""Title:"",N557)+15,FIND(""<"",N557,FIND(""Title:"",N557)+15)-FIND(""Title:"",N557)-15)","=MID(N557,FIND(""Source:"",N557)+16,FIND("","",N557,FIND(""Source:"",N557)+15)-FIND(""Source:"",N557)-16)","<table><tr><td>Authors:</td><td>cifuentes, l; borja-aburto, vh; gouveia, n; thurston, g; davis, dl</td></tr><tr><td>Title:</td><td>assessing the health benefits of urban air pollution reductions associated with climate change mitigation (2000-2020): santiago, sao paulo, mexico city, and new york city</td></tr><tr><td>Source:</td><td>environmental health perspectives, 109, 419-425</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.2307/3434790,"{emiss, carbon, ghg}"
adler (2001),,192,0.9288,21,0.9288,2001,136,21,1,"=MID(N558,FIND(""Title:"",N558)+15,FIND(""<"",N558,FIND(""Title:"",N558)+15)-FIND(""Title:"",N558)-15)","=MID(N558,FIND(""Source:"",N558)+16,FIND("","",N558,FIND(""Source:"",N558)+15)-FIND(""Source:"",N558)-16)","<table><tr><td>Authors:</td><td>adler, jl; cetin, m</td></tr><tr><td>Title:</td><td>a direct redistribution model of congestion pricing</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 35(5), 447-460</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(00)00003-5,
romilly (2001),,82,0.8403,19,0.8403,2001,73,19,8,"=MID(N559,FIND(""Title:"",N559)+15,FIND(""<"",N559,FIND(""Title:"",N559)+15)-FIND(""Title:"",N559)-15)","=MID(N559,FIND(""Source:"",N559)+16,FIND("","",N559,FIND(""Source:"",N559)+15)-FIND(""Source:"",N559)-16)","<table><tr><td>Authors:</td><td>romilly, p</td></tr><tr><td>Title:</td><td>subsidy and local bus service deregulation in britain - a re-evaluation</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 35, 161-193</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",,
williams (2001),,431,0.4423,10,0.4423,2001,239,10,1,"=MID(N560,FIND(""Title:"",N560)+15,FIND(""<"",N560,FIND(""Title:"",N560)+15)-FIND(""Title:"",N560)-15)","=MID(N560,FIND(""Source:"",N560)+16,FIND("","",N560,FIND(""Source:"",N560)+15)-FIND(""Source:"",N560)-16)","<table><tr><td>Authors:</td><td>williams, hcwl; van vliet, d; parathira, c; kim, ks</td></tr><tr><td>Title:</td><td>highway investment benefits under alternative pricing regimes</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 35, 257-284</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",,
verhoef (2001),,273,0.5307,12,0.5307,2001,150,12,1,"=MID(N561,FIND(""Title:"",N561)+15,FIND(""<"",N561,FIND(""Title:"",N561)+15)-FIND(""Title:"",N561)-15)","=MID(N561,FIND(""Source:"",N561)+16,FIND("","",N561,FIND(""Source:"",N561)+15)-FIND(""Source:"",N561)-16)","<table><tr><td>Authors:</td><td>verhoef, et</td></tr><tr><td>Title:</td><td>an integrated dynamic model of road traffic congestion based on simple car-following theory: exploring hypercongestion</td></tr><tr><td>Source:</td><td>journal of urban economics, 49(3), 505-542</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1006/juec.2000.2203,"{model, network, optim}"
cooper (2001),,81,0.575,13,0.575,2001,73,13,2,"=MID(N562,FIND(""Title:"",N562)+15,FIND(""<"",N562,FIND(""Title:"",N562)+15)-FIND(""Title:"",N562)-15)","=MID(N562,FIND(""Source:"",N562)+16,FIND("","",N562,FIND(""Source:"",N562)+15)-FIND(""Source:"",N562)-16)","<table><tr><td>Authors:</td><td>cooper, j; ryley, t; smyth, a</td></tr><tr><td>Title:</td><td>contemporary lifestyles and the implications for sustainable development policy: lessons from the uk's most car dependent city, belfast</td></tr><tr><td>Source:</td><td>cities, 18(2), 103-113</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0264-2751(00)00062-7,
small (2001),,228,4.5554,103,4.5554,2001,137,103,1,"=MID(N563,FIND(""Title:"",N563)+15,FIND(""<"",N563,FIND(""Title:"",N563)+15)-FIND(""Title:"",N563)-15)","=MID(N563,FIND(""Source:"",N563)+16,FIND("","",N563,FIND(""Source:"",N563)+15)-FIND(""Source:"",N563)-16)","<table><tr><td>Authors:</td><td>small, ka; yan, j</td></tr><tr><td>Title:</td><td>the value of ",http://dx.doi.org/10.1006/juec.2000.2195,"{price, congest, road}"
hensher (2001),,86,4.4669,101,4.4669,2001,78,101,7,"=MID(N564,FIND(""Title:"",N564)+15,FIND(""<"",N564,FIND(""Title:"",N564)+15)-FIND(""Title:"",N564)-15)","=MID(N564,FIND(""Source:"",N564)+16,FIND("","",N564,FIND(""Source:"",N564)+15)-FIND(""Source:"",N564)-16)","<table><tr><td>Authors:</td><td>hensher, da; king, j</td></tr><tr><td>Title:</td><td>parking demand and responsiveness to supply, pricing and location in the sydney central business district</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 35(3), 177-196</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0965-8564(99)00054-3,
harrington (2001),,114,1.4153,32,1.4153,2001,81,32,1,"=MID(N565,FIND(""Title:"",N565)+15,FIND(""<"",N565,FIND(""Title:"",N565)+15)-FIND(""Title:"",N565)-15)","=MID(N565,FIND(""Source:"",N565)+16,FIND("","",N565,FIND(""Source:"",N565)+15)-FIND(""Source:"",N565)-16)","<table><tr><td>Authors:</td><td>harrington, w; krupnick, aj; alberini, a</td></tr><tr><td>Title:</td><td>overcoming public aversion to congestion pricing</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 35(2), 87-105</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0965-8564(99)00048-8,
bhat (2001),,56,0.8845,20,0.8845,2001,54,20,7,"=MID(N566,FIND(""Title:"",N566)+15,FIND(""<"",N566,FIND(""Title:"",N566)+15)-FIND(""Title:"",N566)-15)","=MID(N566,FIND(""Source:"",N566)+16,FIND("","",N566,FIND(""Source:"",N566)+15)-FIND(""Source:"",N566)-16)","<table><tr><td>Authors:</td><td>bhat, c</td></tr><tr><td>Title:</td><td>modeling the commute activity-travel pattern of workers: formulation and empirical analysis</td></tr><tr><td>Source:</td><td>transportation science, 35(1), 61-79</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1287/trsc.35.1.61.10142,"{travel, mode, choic}"
maat (2001),,125,0.2654,6,0.2654,2001,98,6,2,"=MID(N567,FIND(""Title:"",N567)+15,FIND(""<"",N567,FIND(""Title:"",N567)+15)-FIND(""Title:"",N567)-15)","=MID(N567,FIND(""Source:"",N567)+16,FIND("","",N567,FIND(""Source:"",N567)+15)-FIND(""Source:"",N567)-16)","<table><tr><td>Authors:</td><td>maat, k; harts, jj</td></tr><tr><td>Title:</td><td>implications of urban development for travel demand in the netherlands</td></tr><tr><td>Source:</td><td>land development and public involvement in transportation: planning and, (1780), 9-16</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",,
greenwald (2001),,67,1.5922,36,1.5922,2001,49,36,2,"=MID(N568,FIND(""Title:"",N568)+15,FIND(""<"",N568,FIND(""Title:"",N568)+15)-FIND(""Title:"",N568)-15)","=MID(N568,FIND(""Source:"",N568)+16,FIND("","",N568,FIND(""Source:"",N568)+15)-FIND(""Source:"",N568)-16)","<table><tr><td>Authors:</td><td>greenwald, mj; boarnet, mg</td></tr><tr><td>Title:</td><td>built environment as determinant of walking behavior - analyzing nonwork pedestrian travel in portland, oregon</td></tr><tr><td>Source:</td><td>land development and public involvement in transportation: planning and, (1780), 33-42</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",,
parry (2001),,233,3.3613,76,3.3613,2001,138,76,1,"=MID(N569,FIND(""Title:"",N569)+15,FIND(""<"",N569,FIND(""Title:"",N569)+15)-FIND(""Title:"",N569)-15)","=MID(N569,FIND(""Source:"",N569)+16,FIND("","",N569,FIND(""Source:"",N569)+15)-FIND(""Source:"",N569)-16)","<table><tr><td>Authors:</td><td>parry, iwh; bento, a</td></tr><tr><td>Title:</td><td>revenue recycling and the welfare effects of road pricing</td></tr><tr><td>Source:</td><td>scandinavian journal of economics, 103(4), 645-671</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1111/1467-9442.00264,"{price, congest, road}"
abdelghany (2001),,118,0.398,9,0.398,2001,77,9,1,"=MID(N570,FIND(""Title:"",N570)+15,FIND(""<"",N570,FIND(""Title:"",N570)+15)-FIND(""Title:"",N570)-15)","=MID(N570,FIND(""Source:"",N570)+16,FIND("","",N570,FIND(""Source:"",N570)+15)-FIND(""Source:"",N570)-16)","<table><tr><td>Authors:</td><td>abdelghany, kf; mahmassani, hs</td></tr><tr><td>Title:</td><td>dynamic trip assignment-simulation model for intermodal transportation networks</td></tr><tr><td>Source:</td><td>transportation network modeling 2001: planning and adminiatration, (1771), 52-60</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",,
clegg (2001),,84,2.2998,52,2.2998,2001,54,52,1,"=MID(N571,FIND(""Title:"",N571)+15,FIND(""<"",N571,FIND(""Title:"",N571)+15)-FIND(""Title:"",N571)-15)","=MID(N571,FIND(""Source:"",N571)+16,FIND("","",N571,FIND(""Source:"",N571)+15)-FIND(""Source:"",N571)-16)","<table><tr><td>Authors:</td><td>clegg, j; smith, m; xiang, yl; yarrow, r</td></tr><tr><td>Title:</td><td>bilevel programming applied to optimising urban transportation</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 35(1), 41-70</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(00)00018-7,
li (2001),,66,0.973,22,0.973,2001,62,22,1,"=MID(N572,FIND(""Title:"",N572)+15,FIND(""<"",N572,FIND(""Title:"",N572)+15)-FIND(""Title:"",N572)-15)","=MID(N572,FIND(""Source:"",N572)+16,FIND("","",N572,FIND(""Source:"",N572)+15)-FIND(""Source:"",N572)-16)","<table><tr><td>Authors:</td><td>li, jl</td></tr><tr><td>Title:</td><td>explaining high-occupancy-toll lane use</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 6(1), 61-74</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s1361-9209(00)00013-4,
wheeler (2000),,52,3.2121,53,3.2121,2000,44,53,2,"=MID(N573,FIND(""Title:"",N573)+15,FIND(""<"",N573,FIND(""Title:"",N573)+15)-FIND(""Title:"",N573)-15)","=MID(N573,FIND(""Source:"",N573)+16,FIND("","",N573,FIND(""Source:"",N573)+15)-FIND(""Source:"",N573)-16)","<table><tr><td>Authors:</td><td>wheeler, sm</td></tr><tr><td>Title:</td><td>planning for metropolitan sustainability</td></tr><tr><td>Source:</td><td>journal of planning education and research, 20(2), 133-145</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1177/0739456x0002000201,
vencatasawmy (2000),,53,1.3939,23,1.3939,2000,37,23,6,"=MID(N574,FIND(""Title:"",N574)+15,FIND(""<"",N574,FIND(""Title:"",N574)+15)-FIND(""Title:"",N574)-15)","=MID(N574,FIND(""Source:"",N574)+16,FIND("","",N574,FIND(""Source:"",N574)+15)-FIND(""Source:"",N574)-16)","<table><tr><td>Authors:</td><td>vencatasawmy, cp; ohman, m; brannstrom, t</td></tr><tr><td>Title:</td><td>a survey of recycling behaviour in households in kiruna, sweden</td></tr><tr><td>Source:</td><td>waste management & research, 18(6), 545-556</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1034/j.1399-3070.2000.00166.x,"{recycl, household, collect}"
dial (2000),,97,2.9091,48,2.9091,2000,68,48,1,"=MID(N575,FIND(""Title:"",N575)+15,FIND(""<"",N575,FIND(""Title:"",N575)+15)-FIND(""Title:"",N575)-15)","=MID(N575,FIND(""Source:"",N575)+16,FIND("","",N575,FIND(""Source:"",N575)+15)-FIND(""Source:"",N575)-16)","<table><tr><td>Authors:</td><td>dial, rb</td></tr><tr><td>Title:</td><td>minimal-revenue congestion pricing part ii: an efficient algorithm for the general case</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 34(8), 645-665</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(99)00046-6,
owens (2000),,80,2.4242,40,2.4242,2000,47,40,6,"=MID(N576,FIND(""Title:"",N576)+15,FIND(""<"",N576,FIND(""Title:"",N576)+15)-FIND(""Title:"",N576)-15)","=MID(N576,FIND(""Source:"",N576)+16,FIND("","",N576,FIND(""Source:"",N576)+15)-FIND(""Source:"",N576)-16)","<table><tr><td>Authors:</td><td>owens, j; dickerson, s; macintosh, dl</td></tr><tr><td>Title:</td><td>demographic covariates of residential recycling efficiency</td></tr><tr><td>Source:</td><td>environment and behavior, 32(5), 637-650</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1177/00139160021972711,"{recycl, household, collect}"
koskela (2000),,39,5.5152,91,5.5152,2000,31,91,2,"=MID(N577,FIND(""Title:"",N577)+15,FIND(""<"",N577,FIND(""Title:"",N577)+15)-FIND(""Title:"",N577)-15)","=MID(N577,FIND(""Source:"",N577)+16,FIND("","",N577,FIND(""Source:"",N577)+15)-FIND(""Source:"",N577)-16)","<table><tr><td>Authors:</td><td>koskela, h</td></tr><tr><td>Title:</td><td>'the gaze without eyes': video-surveillance and the changing nature of urban space</td></tr><tr><td>Source:</td><td>progress in human geography, 24(2), 243-265</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1191/030913200668791096,"{urban, land, citi}"
ghamami (2016),,22,3.5807,5,3.5807,2016,21,5,1,"=MID(N578,FIND(""Title:"",N578)+15,FIND(""<"",N578,FIND(""Title:"",N578)+15)-FIND(""Title:"",N578)-15)","=MID(N578,FIND(""Source:"",N578)+16,FIND("","",N578,FIND(""Source:"",N578)+15)-FIND(""Source:"",N578)-16)","<table><tr><td>Authors:</td><td>ghamami, m; zockaie, a; nie, y</td></tr><tr><td>Title:</td><td>a general corridor model for designing plug-in electric vehicle charging infrastructure to support intercity travel</td></tr><tr><td>Source:</td><td>transportation research part c-emerging technologies, 68, 389-402</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.trc.2016.04.016,"{vehicl, electr, charg}"
tonini (2016),,124,5.013,7,5.013,2016,44,7,6,"=MID(N579,FIND(""Title:"",N579)+15,FIND(""<"",N579,FIND(""Title:"",N579)+15)-FIND(""Title:"",N579)-15)","=MID(N579,FIND(""Source:"",N579)+16,FIND("","",N579,FIND(""Source:"",N579)+15)-FIND(""Source:"",N579)-16)","<table><tr><td>Authors:</td><td>tonini, d; hamelin, l; astrup, tf</td></tr><tr><td>Title:</td><td>environmental implications of the use of agro-industrial residues for biorefineries: application of a deterministic model for indirect land-use changes</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 8(4), 690-706</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12290,"{treatment, wastewat, plant}"
zomorodian (2016),,69,4.2968,6,4.2968,2016,37,6,4,"=MID(N580,FIND(""Title:"",N580)+15,FIND(""<"",N580,FIND(""Title:"",N580)+15)-FIND(""Title:"",N580)-15)","=MID(N580,FIND(""Source:"",N580)+16,FIND("","",N580,FIND(""Source:"",N580)+15)-FIND(""Source:"",N580)-16)","<table><tr><td>Authors:</td><td>zomorodian, zs; tahsildoost, m; hafezi, m</td></tr><tr><td>Title:</td><td>thermal comfort in educational buildings: a review article</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 59, 895-906</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2016.01.033,"{heat, thermal, comfort}"
chenari (2016),,161,8.5937,12,8.5937,2016,103,12,4,"=MID(N581,FIND(""Title:"",N581)+15,FIND(""<"",N581,FIND(""Title:"",N581)+15)-FIND(""Title:"",N581)-15)","=MID(N581,FIND(""Source:"",N581)+16,FIND("","",N581,FIND(""Source:"",N581)+15)-FIND(""Source:"",N581)-16)","<table><tr><td>Authors:</td><td>chenari, b; carrilho, jd; da silva, mg</td></tr><tr><td>Title:</td><td>towards sustainable, energy-efficient and healthy ventilation strategies in buildings: a review</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 59, 1426-1447</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2016.01.074,"{energi, build, consumpt}"
lohri (2016),,65,5.013,7,5.013,2016,31,7,6,"=MID(N582,FIND(""Title:"",N582)+15,FIND(""<"",N582,FIND(""Title:"",N582)+15)-FIND(""Title:"",N582)-15)","=MID(N582,FIND(""Source:"",N582)+16,FIND("","",N582,FIND(""Source:"",N582)+15)-FIND(""Source:"",N582)-16)","<table><tr><td>Authors:</td><td>lohri, cr; rajabu, hm; sweeney, dj; zurbrugg, c</td></tr><tr><td>Title:</td><td>char fuel production in developing countries - a review of urban biowaste carbonization</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 59, 1514-1530</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2016.01.088,"{wast, manag, solid}"
sallis (2016),,86,25.7811,36,25.7811,2016,62,36,5,"=MID(N583,FIND(""Title:"",N583)+15,FIND(""<"",N583,FIND(""Title:"",N583)+15)-FIND(""Title:"",N583)-15)","=MID(N583,FIND(""Source:"",N583)+16,FIND("","",N583,FIND(""Source:"",N583)+15)-FIND(""Source:"",N583)-16)","<table><tr><td>Authors:</td><td>sallis, jf; cerin, e; conway, tl; adams, ma; frank, ld; pratt, m; salvo, d; schipperijn, j; smith, g; cain, kl; davey, r; kerr, j; lai, pc; mitas, j; reis, r; sarmiento, ol; schofield, g; troelsen, j; van dyck, d; de bourdeaudhuij, i; owen, n</td></tr><tr><td>Title:</td><td>physical activity in relation to urban environments in 14 cities worldwide: a cross-sectional study</td></tr><tr><td>Source:</td><td>lancet, 387(10034), 2207-2217</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/s0140-6736(15)01284-2,
stern (2016),,40,5.7291,8,5.7291,2016,28,8,4,"=MID(N584,FIND(""Title:"",N584)+15,FIND(""<"",N584,FIND(""Title:"",N584)+15)-FIND(""Title:"",N584)-15)","=MID(N584,FIND(""Source:"",N584)+16,FIND("","",N584,FIND(""Source:"",N584)+15)-FIND(""Source:"",N584)-16)","<table><tr><td>Authors:</td><td>stern, pc; janda, kb; brown, ma; steg, l; vine, el; lutzenhiser, l</td></tr><tr><td>Title:</td><td>opportunities and insights for reducing fossil fuel consumption by households and organizations</td></tr><tr><td>Source:</td><td>nature energy, 1</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/nenergy.2016.43,
creutzig (2016),,260,3.5807,5,3.5807,2016,185,5,2,"=MID(N585,FIND(""Title:"",N585)+15,FIND(""<"",N585,FIND(""Title:"",N585)+15)-FIND(""Title:"",N585)-15)","=MID(N585,FIND(""Source:"",N585)+16,FIND("","",N585,FIND(""Source:"",N585)+15)-FIND(""Source:"",N585)-16)","<table><tr><td>Authors:</td><td>creutzig, f</td></tr><tr><td>Title:</td><td>evolving narratives of low-carbon futures in transportation</td></tr><tr><td>Source:</td><td>transport reviews, 36(3), 341-360</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1080/01441647.2015.1079277,"{model, network, optim}"
miller (2016),,94,3.5807,5,3.5807,2016,82,5,2,"=MID(N586,FIND(""Title:"",N586)+15,FIND(""<"",N586,FIND(""Title:"",N586)+15)-FIND(""Title:"",N586)-15)","=MID(N586,FIND(""Source:"",N586)+16,FIND("","",N586,FIND(""Source:"",N586)+15)-FIND(""Source:"",N586)-16)","<table><tr><td>Authors:</td><td>miller, p; de barros, ag; kattan, l; wirasinghe, sc</td></tr><tr><td>Title:</td><td>analyzing the sustainability performance of public transit</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 44, 177-198</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.trd.2016.02.012,"{develop, sustain, plan}"
li (2016),,100,3.5807,5,3.5807,2016,89,5,4,"=MID(N587,FIND(""Title:"",N587)+15,FIND(""<"",N587,FIND(""Title:"",N587)+15)-FIND(""Title:"",N587)-15)","=MID(N587,FIND(""Source:"",N587)+16,FIND("","",N587,FIND(""Source:"",N587)+15)-FIND(""Source:"",N587)-16)","<table><tr><td>Authors:</td><td>li, zw; quan, sj; yang, ppj</td></tr><tr><td>Title:</td><td>energy performance simulation for planning a low carbon neighborhood urban district: a case study in the city of macau</td></tr><tr><td>Source:</td><td>habitat international, 53, 206-214</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.habitatint.2015.11.010,"{emiss, carbon, ghg}"
wang (2016),,112,5.013,7,5.013,2016,72,7,4,"=MID(N588,FIND(""Title:"",N588)+15,FIND(""<"",N588,FIND(""Title:"",N588)+15)-FIND(""Title:"",N588)-15)","=MID(N588,FIND(""Source:"",N588)+16,FIND("","",N588,FIND(""Source:"",N588)+15)-FIND(""Source:"",N588)-16)","<table><tr><td>Authors:</td><td>wang, t; seo, s; liao, pc; fang, dp</td></tr><tr><td>Title:</td><td>ghg emission reduction performance of state-of-the-art green buildings: review of two case studies</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 56, 484-493</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2015.11.037,"{green, build, roof}"
he (2016),,84,5.7291,8,5.7291,2016,49,8,1,"=MID(N589,FIND(""Title:"",N589)+15,FIND(""<"",N589,FIND(""Title:"",N589)+15)-FIND(""Title:"",N589)-15)","=MID(N589,FIND(""Source:"",N589)+16,FIND("","",N589,FIND(""Source:"",N589)+15)-FIND(""Source:"",N589)-16)","<table><tr><td>Authors:</td><td>he, f; yin, yf; wang, jh; yang, yn</td></tr><tr><td>Title:</td><td>sustainability si: optimal prices of electricity at public charging stations for plug-in electric vehicles</td></tr><tr><td>Source:</td><td>networks & spatial economics, 16(1), 131-154</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s11067-013-9212-8,"{vehicl, electr, charg}"
nieuwenhuijsen (2016),,78,4.2968,6,4.2968,2016,48,6,5,"=MID(N590,FIND(""Title:"",N590)+15,FIND(""<"",N590,FIND(""Title:"",N590)+15)-FIND(""Title:"",N590)-15)","=MID(N590,FIND(""Source:"",N590)+16,FIND("","",N590,FIND(""Source:"",N590)+15)-FIND(""Source:"",N590)-16)","<table><tr><td>Authors:</td><td>nieuwenhuijsen, mj; khreis, h; verlinghieri, e; rojas-rueda, d</td></tr><tr><td>Title:</td><td>transport and health: a marriage of convenience or an absolute necessity</td></tr><tr><td>Source:</td><td>environment international, 88, 150-152</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.envint.2015.12.030,
