,abstract,doc,number,topic,topic_size
174,"As do many developing countries and emerging economies, Mexico needs to invest in wastewater treatment facilities, which has been neglected in the past. Currently, 45% of municipal sewage enters a treatment plant, so a significant fraction of untreated or partially treated water is discharged or used for crop irrigation. This has significant impacts on public health and the environment. In this context, the proper selection of treatment technologies may be an important opportunity for contributing to the ambitious national greenhouse gas (GHG) emission reduction goals in Mexico. Based on actual infrastructure data, the scenarios analyzed in this work show that emission reductions from sewage treatment plants in Mexico could be as high as 34% when compared to the baseline scenario, depending on the treatment technologies. The results show that the anaerobic + aerobic scenario is a better option than the full aerobic scenario, as it would achieve a 4% GHG emission reduction by the year 2030. Moreover, if methane is used for in situ electricity cogeneration in larger facilities, the reduction reaches 27% versus the full aerobic scenairo. The results may be helpful to policy and decision makers to evaluate the cost effectiveness and feasibility of possible GHG mitigation strategies for wastewater treatment facilities, mainly for new infrastructures in developing countries.",WOS:000383611500001,2030,Waste water,
175,"Mobility plays a crucial part of our life. Alternative fuels and vehicle technology can mitigate climate change and greenhouse gases from road transport. This study analyses power-train deployments scenarios for the vehicle fleet of the city of Athens until 2021, taken into consideration European policy developments on vehicle CO2 emissions and technological level of readiness, European emissions standards, Greece's economic status, energy mandates and reductions in the European energy mix and translates these into comprehensive scenarios for the road transport sector. It quantifies and assesses the potential environmental impact of these scenarios on CO2 CO, NOx, HC, PM and CO2 emission reductions. The study proposes the development of a Strategic Zero Carbon Transport Plan for the city of Athens, aiming at the creation of a low carbon transport system, which will encompass issues such as life cycle thinking, urban planning and energy minimization aiming at climate change mitigation. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000383811000110,2021,GHG emissions,
176,"Strategic Environmental Assessment (SEA) is one of the most important instruments for making relevant decisions on the basis of which spatial planning is aligned with the tenets and principles of sustainable spatial development. Its primary application is in spatial (strategic) and urban planning, as well as in the planning and design of sectoral policies in the areas of energy, water management, waste management, transport, etc. The implementation of SEA allows developers to establish the benefits and implications of the proposed spatial changes, taking into account the capacity of the space to sustain the planned development, and to determine the degree of acceptability of the proposed spatial changes. This paper presents a specific method of assessing the impact of airport noise as part of a particular SEA. The particularity of this method is that it integrates the objectives, indicators and criteria for assessing the impact of airport noise on the population using the method of multi-criteria evaluation, applied in the preparation of the SEA for the Urban development plan regarding the expansion of Tivat Airport, Montenegro. The changes in noise intensity within the planning horizon to 2030 were predicted taking into account the following factors: physical, geographic and demographic characteristics of the space, the projected increase in the number and nature of the flights operated within the planning period, as well as the types of aircraft. On the basis of these data noise dispersion modelling was carried out using the IMMI model, and the results obtained were used in a multi criteria evaluation as part of the SEA. The results of the research do not indicate any significant increase in noise intensity within the planning period to 2030 and they represent a good basis for making relevant decisions regarding the future development of Tivat Airport. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389390600020,2030,Planning & governance,
177,"Various land-use configurations are known to have wide-ranging effects on the dynamics of and within other city components including the transportation system. In this work, we particularly focus on the complex relationship between land-use and transport offering an innovative approach to the problem by using land-use features at two differing levels of granularity (the more general land-use sector types and the more granular amenity structures) to evaluate their impact on public transit ridership in both time and space. To quantify the interdependencies, we explored three machine learning models and demonstrate that the decision tree model performs best in terms of overall performance good predictive accuracy, generality, computational efficiency, and ""interpretability"". Results also reveal that amenity related features are better predictors than the more general ones, which suggests that high-resolution geo-information can provide more insights into the dependence of transit ridership on land-use. We then demonstrate how the developed framework can be applied to urban planning for transit-oriented development by exploring practicable scenarios based on Singapore's urban plan toward 2030, which includes the development of ""regional centers"" (RCs) across the city-state. Results show an initial increase in transit ridership as the amount of amenities is increased. This trend, on the other hand, eventually reverses (particularly during peak hours) with continued strategic increase in amenities; a tipping point at 55% increase is identified where ridership begins to decline and at 110%, the predicted ridership begins to fall below current levels. Our in-silico experiments support one of the medium-term land-use transport goals of stakeholders to alleviate future strains in the transportation system of Singapore through the development of RCs. The model put forward can serve as a good foundation in building decision-support tools that can assist planners in better strategizing and planning land-use configurations, in particular the amenity resource distribution, to influence and shape public transportation demand. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000382341200032,2030,Rail transit,
178,"China's green investment needs up to 2020 are (sic)1.7 trillion-2.9 trillion CNY ($ 274 billion-468 billion USD) per year. Estimates of financing requirements are provided for multiple sectors, including sustainable energy, infrastructure (including for environmental protection), environmental remediation, industrial pollution control, energy and water efficiency, and green products. The context to China's green financing is discussed, covering urbanization, climate change, interactions between infrastructure sectors, and the transformation of industry. Much of the infrastructure financing will occur in cities, with a focus on equity, environmental protection, and quality of life under the National New-Type Urbanization Plan (2014-2020). China has implemented many successful policies in the building sector, but there is still considerable scope for improvement in the energy efficiency of Chinese buildings. China is currently pursuing low-carbon growth strategies that are consistent with its overall environmental and quality-of-life objectives. Beyond 2020, China's future as an ecologically balanced civilization will rest on the implementation of a central infrastructure policy: China 2050 High Renewable Energy Penetration Scenario and Roadmap Study. As exemplified by the Circular Economy Development Strategy and Near-Term Action Plan, an essential part of China's green industrial transformation involves engineering systems that conserve materials, thereby reducing or even eliminating wastes. To better understand changes to China's economy under its green transformation and to unlock large potential sources of finance, it is necessary to undertake a fuller examination of all of China's infrastructure sectors, particularly freight rail infrastructure and ports. Large investments are required to clean up a legacy of environmental contamination of soil and groundwater and to reduce industrial pollution. Transformation of the power sector away from coal will avoid some industrial treatment costs. The contribution of engineers in planning, designing, and constructing China's new green infrastructure will be furthered by understanding the broad policy context and the interactions between land use, infrastructure, and environmental performance. (C) 2016 THE AUTHORS. Published by Elsevier LTD on behalf of Chinese Academy of Engineering and Higher Education Press Limited Company.",WOS:000394832600006,2020,Planning & governance,
179,"China's green investment needs up to 2020 are (sic)1.7 trillion-2.9 trillion CNY ($ 274 billion-468 billion USD) per year. Estimates of financing requirements are provided for multiple sectors, including sustainable energy, infrastructure (including for environmental protection), environmental remediation, industrial pollution control, energy and water efficiency, and green products. The context to China's green financing is discussed, covering urbanization, climate change, interactions between infrastructure sectors, and the transformation of industry. Much of the infrastructure financing will occur in cities, with a focus on equity, environmental protection, and quality of life under the National New-Type Urbanization Plan (2014-2020). China has implemented many successful policies in the building sector, but there is still considerable scope for improvement in the energy efficiency of Chinese buildings. China is currently pursuing low-carbon growth strategies that are consistent with its overall environmental and quality-of-life objectives. Beyond 2020, China's future as an ecologically balanced civilization will rest on the implementation of a central infrastructure policy: China 2050 High Renewable Energy Penetration Scenario and Roadmap Study. As exemplified by the Circular Economy Development Strategy and Near-Term Action Plan, an essential part of China's green industrial transformation involves engineering systems that conserve materials, thereby reducing or even eliminating wastes. To better understand changes to China's economy under its green transformation and to unlock large potential sources of finance, it is necessary to undertake a fuller examination of all of China's infrastructure sectors, particularly freight rail infrastructure and ports. Large investments are required to clean up a legacy of environmental contamination of soil and groundwater and to reduce industrial pollution. Transformation of the power sector away from coal will avoid some industrial treatment costs. The contribution of engineers in planning, designing, and constructing China's new green infrastructure will be furthered by understanding the broad policy context and the interactions between land use, infrastructure, and environmental performance. (C) 2016 THE AUTHORS. Published by Elsevier LTD on behalf of Chinese Academy of Engineering and Higher Education Press Limited Company.",WOS:000394832600006,2020,Planning & governance,
180,"The combination of climate change and urbanization projected to occur until 2050 poses new challenges for land-use planning, not least in terms of reducing urban vulnerability to hazards from projected increases in the frequency and intensity of climate extremes. Interest in investments in green infrastructure (interconnected systems of parks, wetlands, gardens and other green spaces), as well as in restoration of urban ecosystems as part of such adaptation strategies, is growing worldwide. Previous research has highlighted the insurance value of ecosystems in securing the supply of ecosystem services in the face of disturbance and change, yet this literature neglects urban areas even though urban populations are often highly vulnerable. We revisit the insurance value literature to examine the applicability of the concept in urban contexts, illustrating it with two case studies: watersheds providing drinking water for residents of Vancouver, Canada; and private gardens ensuring connectedness between other parts of urban green infrastructure in London, UK. Our research supports the notion that investments in green infrastructure can enhance insurance value, reducing vulnerability and the costs of adaptation to climate change and other environmental change. Although we recommend that urban authorities consider the insurance value of ecosystems in their decision-making matrix, we advise caution in relying upon monetary evaluations of insurance value. We conclude by identifying actions and management strategies oriented to maintain or enhance the insurance value of urban ecosystems. Ecosystems that are themselves resilient to external disturbances are better able to provide insurance for broader social-ecological systems.",WOS:000386710000008,2050,Urban form,
181,"The Mediterranean basin is a global hotspot of biological diversity and the most rich biodiversity region in Europe. Nevertheless, climate-driven habitat loss is one of the most serious concerns for biodiversity conservation in this region. We assess Mediterranean habitat loss and conversion into arid habitat under scenarios of climate change and evaluate protected areas, including Natura 2000 sites, which will be affected by these changes. We mapped shifts of Mediterranean and arid domains using four bias corrected simulations from Regional Climate Models for two emission scenarios over this century, dis-aggregated to a 1 km grid size. Our results indicate that by the end of the century the Euro-Mediterranean domain is projected to shift into other climatic domains by an area equivalent to 53 -121% of its current size. However it is projected to lose 11-25% of its current extent, which represents an area close to the size of Greece and Portugal combined. The loss is entirely due to shifts of the arid domain. Additionally, our results indicate that the extent of the arid domain is projected to increase by 228-450% of its current size in the European region. The shrinking of the current Euro-Mediterranean domain is projected to affect 15-23% of the Mediterranean Natura 2000 sites, and the loss in these sites is projected at 13-30% of its current area. Loss is projected to occur in central and southern areas of the Iberian Peninsula, southern Italy and the island of Sicily, south-eastern Greece, Cyprus, Malta and central Turkey. Computed changes in projected climatic parameters indicate that current areas of the Euro-Mediterranean domain will be hotter and drier. Temperature increase and precipitation decrease are projected to be more marked in the summer half of the year. As early as in the 2020s annual temperature is projected to increase by 0.9-1.4 degrees C with respect to the present reference climate, reaching an increase of 2.2-3.6 degrees C by the end of the century. By this period, summer precipitation is projected to decrease by 24-46% and annual precipitation by 14-23%. We provide insight into several aspects of adaptation and management of Mediterranean protected areas. A proactive approach taking into consideration landscape connectivity and the concomitant threats triggered by climate change is a priority. Proactive adaptation and management promoting investments in Green Infrastructure and a denser network of interconnected protected areas are necessary instruments for preserving Mediterranean biodiversity from the threats of habitat loss. (C) 2016 The Authors. Published by Elsevier Ltd.",WOS:000384873900008,2020,Climate change mitigation,
182,"Sustainability transformation of the heating sector is recognised as being essential for reaching climate and environmental targets while improving the quality of life in cities worldwide. Participatory strategic planning enabled by scenario methods can be an important tool to guide this transformation, but methods for qualitative scenario analysis supporting stakeholder participation must be further developed and tested in the context of different cities. This paper presents results from integration of urban energy system modelling into the participatory strategic planning process implemented in the city of NE, which suffers problems typical of the heating sector in Serbia and the Western Balkans. The aim was to explore how the scenarios developed by local stakeholders could transform the NB heating system by 2030. Five scenarios developed within participatory backcasting project and a BAU scenario were analysed in terms of decarbonisation, energy security and energy efficiency using Long-range Energy Alternatives Planning System (LEAP). A final scenario ""Efficiency for the green future"" designed by the stakeholders for implementation in the city included high standards of energy efficiency in buildings, increased share of renewables in the heating energy mix, expanding the district heating system, deploying smart technologies and green architecture. The LEAP model demonstrated that this final scenario could lead to achievement of the desirable future vision developed by stakeholders for NB, through substantial improvements in energy efficiency and energy security, and to considerable emissions decreases by 2030 in comparison with the base year (2010) and the BAU scenario. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389104300024,2030,Heating & cooling systems,
183,"The climate change research community has developed shared socioeconomic pathways (SSPs) that can be applied to a diverse range of climate research throughout the world (Moss et al., 2010; van Vuuren et al., 2014; O'Neill et al., 2014., Kriegler et al., 2014). However, the regional scenario specifically for cities is also increasing in importance since SSPs are described as being of a global scale. Based on the projected world's pathways which are defined by SSPs, this paper attempts to develop Tokyo's long-term socioeconomic scenarios. Firstly, important factors and elements were investigated through literature reviews, and then a basic theoretical framework was developed. Secondly, expert interviews were conducted to gather more relevant narratives and elements based on the theoretical framework. Three alternative Tokyo future pathways by 2050 were established. The Local Vitality scenario and the Efficiency scenario belong to the sustainability scenario in the SSPs, with a comparison with the business as usual (BAU) case. An important feature of such a city-scale scenario is to address urban form elements and infrastructure. The elements used for Tokyo can be applied for other cities. Projecting the future is fraught with a number of uncertainties, however, describing possible pathways can provide significant support for developing sustainable mechanisms for society as a whole. This work can lay the groundwork for developing further quantitative approaches to examine strategies for reducing environmental and societal impacts in different pathways. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389321500008,2050,Planning & governance,
184,"In the article, a possibility to introduce the 4th generation district heating (4GDH) in Latvia is analyzed with the system dynamic modeling. Three policy instruments were included into the system dynamic model: subsidies, instrument for risk reduction and instrument for efficiency increase, and their impact on the system operation was analyzed. Six development scenarios are examined in the article, two of which are supplemented with the transition of heat network to the low-temperature regime at a different share of the renewable energy (60%, 80%, 95%). The heat tariff was used as the main indicator determining the pace and structure of the technology change. In the model the existing natural gas technology was included and three technologies of the renewable energy biomass combustion equipment, solar collectors with the accumulation and heat pumps. Results of the modeling shows that scenario, at which no policy instruments are used, reduce CO2 emissions for 58.6% until 2030; but it is possible to achieve a zero emission level, in case political instruments are used. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000385332200008,2030,Heating & cooling systems,
185,"Research has begun to uncover the extent that greenhouse gas emissions can be attributed to cities, as well as the scope for cities to contribute to emissions reduction. But assessments of the economics of urban climate mitigation are lacking, and are currently based on selective case studies or specific sectors. Further analysis is crucial to enable action at the urban level. Here we consider the investment needs associated with 11 clusters of low carbon measures that could be deployed across the world's urban areas in a way that is consistent with a broader 2A degrees C target. Economic assessment of these low carbon measures finds that they could be deployed around the world with investments of c$1 trillion per year between 2015 and 2050 (equivalent to 1.3% of global GDP in 2014). When the direct savings that emerge from these measures due to avoided energy costs are considered, under the central scenario these investments have a net present value of c$16.6 trillion USD in the period to 2050. However, discount rates, energy prices and rates of technological learning are key to the economic feasibility of climate action, with the NPV of these measures ranging from -$1.1 trillion USD to $65.2 trillion USD under different conditions.",WOS:000383615200023,2050,GHG emissions,
186,"As part of sustainable urban planning; the potential of public transportation modes has been studied to reduce CO2 emissions and energy consumption and to increase roadway safety. Increasing public transportation ridership shares compared to drive alone transportation mode would therefore be a giant step toward more environmentally friendly and stress-free cities, and so this study aims to propose possible public transportation policies to be adopted by policy makers or urban planners. Although public transportation is one of the sub-sections of urban planning, it has a wide variety of aspects that affect local societies and the environment, so a system dynamics approach is used to model and simulate the most realistic and practical CO2 mitigation scenarios for U.S. cities by adopting public transportation policies for future years. Based on historical data and applicable model validation processes, the behavior of the U.S. commuters' transportation mode choice and the potential of transit transportation to mitigate CO2 emissions are both forecasted for future-years up to 2050 under several possible policy scenarios. The results indicate that, in order to decrease fuel consumption and CO2 emission trends, marginal and ambitious scenarios should be implemented. For instance, increasing public transportation ridership by 9% has the potential to reduce CO2 emissions by 766,000 tonnes annually in 2050, whereas a 25% increase in ridership could potentially reduce cumulative CO2 emissions by 61.3 million tonnes. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000381545200116,2050,Public transport,
187,"As part of sustainable urban planning; the potential of public transportation modes has been studied to reduce CO2 emissions and energy consumption and to increase roadway safety. Increasing public transportation ridership shares compared to drive alone transportation mode would therefore be a giant step toward more environmentally friendly and stress-free cities, and so this study aims to propose possible public transportation policies to be adopted by policy makers or urban planners. Although public transportation is one of the sub-sections of urban planning, it has a wide variety of aspects that affect local societies and the environment, so a system dynamics approach is used to model and simulate the most realistic and practical CO2 mitigation scenarios for U.S. cities by adopting public transportation policies for future years. Based on historical data and applicable model validation processes, the behavior of the U.S. commuters' transportation mode choice and the potential of transit transportation to mitigate CO2 emissions are both forecasted for future-years up to 2050 under several possible policy scenarios. The results indicate that, in order to decrease fuel consumption and CO2 emission trends, marginal and ambitious scenarios should be implemented. For instance, increasing public transportation ridership by 9% has the potential to reduce CO2 emissions by 766,000 tonnes annually in 2050, whereas a 25% increase in ridership could potentially reduce cumulative CO2 emissions by 61.3 million tonnes. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000381545200116,2050,Public transport,
188,"Residential buildings in Greece account for about 79% of the exclusive-use building stock and consume about a quarter of the total final energy consumption, with space heating and domestic hot water being the main energy end-uses. About 58% of the dwellings were constructed before the 80 s and the adoption of the first thermal insulation regulation. This paper presents the results from the Hellenic pilot action within EPISCOPE. The overall approach and analysis are based on the national TABULA residential building typology for single- and multi-family houses in order to estimate heating energy performance and savings. The work exploits Census and statistical data for defining the Hellenic building stock and empirical adaptation factors to make more realistic estimates from normative calculations. The analysis is supported by a detailed data disaggregation in terms of the number of dwellings and floor areas, based on envelope thermal characteristics, heat production units, energy carriers, use of renewables etc. The calculation results are adapted for the building types and then projected to the building stock. Numerous scenarios for different modernization rates are assessed for identifying the most promising refurbishment strategies in space heating and DHW for reaching the 2020 and 2030 national CO2 emission targets. (C) 2016 Elsevier B.V. All rights reserved.",WOS:000388153500007,2020,Heating & cooling systems,
189,"China's commitment to the UNFCCC to peak its emissions by 2030, or sooner, signaled a long anticipated shift in China's model of development with far reaching consequences. Cities in China, and particularly the residential sector in cities, will be charged with making significant reductions in emissions growth even as rates of urbanization continue to climb. Focusing on Beijing and Shanghai, this paper carries out a measures-based economic analysis of low carbon investment opportunities in the residential sector. Results find significant opportunity: between 2015 and 2030, BAU levels of CO2 emissions could be reduced by 10.2% in Beijing and 6.8% in Shanghai with the adoption of economically attractive low carbon measures. While these headline results underline the case for low carbon investment in the residential sectors of these megacities in China, a closer analysis provides insights for understanding the economics of decarbonisation in cities more generally. (C) 2016 The Authors. Published by Elsevier Ltd.",WOS:000389785200063,2030,GHG emissions,
190,"China's commitment to the UNFCCC to peak its emissions by 2030, or sooner, signaled a long anticipated shift in China's model of development with far reaching consequences. Cities in China, and particularly the residential sector in cities, will be charged with making significant reductions in emissions growth even as rates of urbanization continue to climb. Focusing on Beijing and Shanghai, this paper carries out a measures-based economic analysis of low carbon investment opportunities in the residential sector. Results find significant opportunity: between 2015 and 2030, BAU levels of CO2 emissions could be reduced by 10.2% in Beijing and 6.8% in Shanghai with the adoption of economically attractive low carbon measures. While these headline results underline the case for low carbon investment in the residential sectors of these megacities in China, a closer analysis provides insights for understanding the economics of decarbonisation in cities more generally. (C) 2016 The Authors. Published by Elsevier Ltd.",WOS:000389785200063,2030,GHG emissions,
191,"Along with rapid development of economy, urbanization and industrialization in China, the transportation sector especially road transport accounts for the quickest growth of energy consumption and greenhouse gas (GHG) emissions across the country. This paper selects four representative cities (Beijing, Shanghai, Guangzhou, and Chongqing) in the north, east, south, and west of China as targets of case study. It predicts future motor vehicle population in various cities using the Gompertz Model, and predicts and analyzes fuel consumption and GHG emissions of different types of motor vehicles in the case cities by 2035. The results indicate that besides gasoline and diesel, in the future uses of various types of vehicle fuels will follow different patterns among these four cities due to diverse resources endowment, economic strength, technology levels and geographical features. Based on predicted vehicle population and fuel consumption, it is found that from 2013 to 2035, GHG emissions from tank to wheel (TTW) and well to wheel (WTW) in all cities will continuously increase yet at different rates. If there is no interference from new policies, around 2020 Chongqing is expected to replace Beijing as the city with the highest volume of GHG emissions of vehicles among four case study cities. Therefore, the four cities especially Chongqing need urgently to develop or adjust low-carbon policies in road transportation sector, in order to achieve China's future greenhouse gas reduction targets. Some policy implications to reduce GHG emissions of the road transportation sectors of the case cities are suggested based on the analysis results. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389785200086,2035,GHG emissions,
192,"Along with rapid development of economy, urbanization and industrialization in China, the transportation sector especially road transport accounts for the quickest growth of energy consumption and greenhouse gas (GHG) emissions across the country. This paper selects four representative cities (Beijing, Shanghai, Guangzhou, and Chongqing) in the north, east, south, and west of China as targets of case study. It predicts future motor vehicle population in various cities using the Gompertz Model, and predicts and analyzes fuel consumption and GHG emissions of different types of motor vehicles in the case cities by 2035. The results indicate that besides gasoline and diesel, in the future uses of various types of vehicle fuels will follow different patterns among these four cities due to diverse resources endowment, economic strength, technology levels and geographical features. Based on predicted vehicle population and fuel consumption, it is found that from 2013 to 2035, GHG emissions from tank to wheel (TTW) and well to wheel (WTW) in all cities will continuously increase yet at different rates. If there is no interference from new policies, around 2020 Chongqing is expected to replace Beijing as the city with the highest volume of GHG emissions of vehicles among four case study cities. Therefore, the four cities especially Chongqing need urgently to develop or adjust low-carbon policies in road transportation sector, in order to achieve China's future greenhouse gas reduction targets. Some policy implications to reduce GHG emissions of the road transportation sectors of the case cities are suggested based on the analysis results. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000389785200086,2035,GHG emissions,
193,"This study analyses the impact of integrated mass rapid transit system (IMRTS) and other policy measures on air emissions from vehicular sources in Delhi region. The impacts have been studied for the passenger and goods vehicles separately. For this purpose three alternative scenarios for the passenger vehicles and two alternative scenarios for the goods vehicles have been analysed for the year 2021. The interventions include stringent source emission norms, modal shift resulting from introduction of effective public transport alternatives, speed regulation measures and hiking of parking fee of private vehicles. These scenarios have been compared to the base year 2007. An important finding that emerged from the study is that stringent fuel emission norms and introduction of alternative public transport systems alone may not result in the modal shift and hence reduction in exhaust emissions. It is actually a combination of these measures and management measures such as increased parking fee and regulated uniform speed of public transport that results in desired benefits. Further, the inclusion of goods vehicle demand during transport policy formulation can help in controlling air pollution in new urban centres in India and in major developing regions of the world. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000385602500022,2021,e-Vehicles,
194,"Flood events have become more frequent in Europe, and the adaptation to the increasing flood risks is needed. The Flood Directive set up a series of measures to increase European resilience, establishing Flood Risk Management Plans (FRMPs) at the level of the river basin district as one relevant action. In order to efficiently fulfil this objective, the involvement of stakeholders as well as the analysis of their roles, responsibilities, and demands has been considered to be crucial to develop FRMPs. As a result, the hypothesis tested in this paper is that a consensus solution for the 2021 update Austrian Flood Risk Management Plan is feasible. To demonstrate this, both in-depth interviews and questionnaires to key Austrian stakeholders are implemented. The information collected in both participatory techniques are then used to run a conflict prevention analysis. The results show that (a) improving the coordination among regions and including better land-use planning approaches are preferable to a hypothetical business as usual scenario; and (b) a consensus solution for the 2021 update Austrian FRMP might be achievable on the basis of both a deep discussion on the state-of-the art and green infrastructure development. (C) 2016 The Authors. Published by Elsevier Ltd.",WOS:000389089300032,2021,Planning & governance,
195,"According to EU's Energy Performance of Buildings Directive (EPBD), all new buildings shall be nearly Zero Energy Buildings (ZEB) from 2018/2020. How the ZEB requirement is defined has large implications for the choice of energy technology when considering both cost and environmental issues. This paper presents a methodology for determining ZEB buildings' cost optimal energy system design seen from the building owner's perspective. The added value of this work is the inclusion of peak load tariffs and feed-in tariffs, the facilitation of load shifting by use of a thermal storage, along with the integrated optimisation of the investment and operation of the energy technologies. The model allows for detailed understanding of the hourly operation of the building, and how the ZEB interacts with the electricity grid through the characteristics of its net electric load profile. The modelling framework can be adapted to fit individual countries' ZEB definitions. The findings are important for policy makers as they identify how subsidies and EPBD's regulations influence the preferred energy technology choice, which subsequently determines its grid interaction. A case study of a Norwegian school building shows that the heat technology is altered from HP to bio boiler when the ZEB requirement is applied. (C) 2016 Elsevier B.V. All rights reserved.",WOS:000381529400017,2018,Building energy standards,
196,"The State of Maryland aims to double its transit ridership by the end of 2020. The Maryland Statewide Transportation Model (MSTM) has been used to analyze different policy options at a system-wide level. Direct ridership models (DRMs) estimate ridership as a function of station environment and transit service features rather than using mode-choice results from large-scale traditional models. They have been particularly favored for estimating the benefits of smart growth policies such as transit-oriented development (TOD) on transit ridership and can be used as complements to the traditional four-step models for analyzing smart-growth scenarios at a local level. They can also provide valuable information that a system-level analysis cannot provide. For example, DRMs can provide ridership estimate when densifying either households or employment at certain stations to test the effectiveness of TOD strategies at target stations. In this study, the authors developed DRMs of rail transit stations, namely light rail, commuter rail, Baltimore metro, and Washington DC Metro for the State of Maryland. Data for 112 rail stations were gathered from a variety of sources and categorized by transit service characteristics, station built-environment features, and social-demographic variables. The results suggest that impacts of the built environment differ for light rail and commuter rail. For light rail stations, employment at 0.8km (half-mile) station areas, service level, feeder bus connectivity, station location in the Central Business District (CBD), distance to the nearest station, and terminal stations are significant factors influencing ridership. For commuter rail stations, only feeder bus connections are found to be significant. The DRM results have implications for agencies aiming to increase transit ridership through leveraging the land use near transit-station areas. The results show that stations with higher employment were observed to have higher transit boardings. Thus, agencies desiring to increase transit ridership should consider zoning regulations and site-design requirements that allow denser development around transit stations. However, increasing densities must be in conjunction with improved transit service levels, parking, and feeder bus services to take full advantage of rail transit. Some of the limitations of the current study and future research directions Include, first, that the DRMs were developed for the State of Maryland only. Future research should be carried out for surrounding regions to get generalized conclusions. Second, other important factors should be incorporated in the model, such as safety and transit reliability attributes. Third, more-detailed parking information, such as parking costs and supply, should be included in the model.",WOS:000388611700016,2020,Rail transit,
197,"China has achieved notable success in developing its economy with approximate 10 percent average annual GDP growth over the last two decades. At the same time, energy consumption and CO2 emissions almost doubled every five years, which led China to be the world top emitter in 2007. In response, China's government has put forward a carbon mitigation target of 40%-45% reduction of CO2 emission intensity by 2020. To better understand the potential for success or failure of such a policy, it is essential to assess different driving forces such as population, lifestyle and technology and their associated CO2 emissions. This study confirms that increase of affluence has been the main driving force for China's CO2 emissions since the late 1970s, which outweighs reductions achieved through technical progress. Meanwhile, the contribution of population growth to CO2 emissions was relatively small. We also found a huge disparity between urban and rural households in terms of changes of lifestyle and consumption patterns. Lifestyles in urban China are beginning to resemble Western lifestyles, and approaching their level of CO2 emissions. Therefore, in addition to the apparent inefficiencies in terms of production technologies there is also a lot of room for improvement on the consumption side especially in interaction of current infrastructure investments and future consumption.",WOS:000299533500002,2020,GHG emissions,
198,"This article focuses on the results obtained by the enforcement of a original greenhouse gas emissions policy, issued in recent years in several municipalities in Northern Italy. The Municipality of Reggio Emilia was one of the firsts in Italy to develop and adopt a voluntary building energy-consumption certification method called Ecoabita, aiming to promote energy efficiency in buildings over its jurisdiction. Several reasons make this project innovative: first, the certification method has been processed through and verified by a quality international agency, secondly the procedure is assisting financial-incentive policies both on mandatory (European Directive 2002/91/CE) and voluntary basis (Municipality Protocol Ecoabita), finally it allows to obtain eligible credits for avoided emissions that can be negotiated on the CO(2) exchange market. With specific reference to Reggio Emilia case, acknowledged the amount of actions, that are normally scheduled in the municipality throughout a year, it has been evaluated the benefit, in terms of environmental improvement, descended from the protocol, also projecting their trend in future years up to 2020 as well, demonstrating the scheduled interventions are fundamental in sought of the achievement of the Kyoto and Copenhagen commitments. The entire procedure has been developed in accordance to the parameters given by UNFCCC for these kinds of analyses and has been recently confirmed to be one of the most accurate international accounting procedure by a survey developed by the scientific committee of the European Project LIFE-LAKS. (C) 2011 Elsevier B.V. All rights reserved.",WOS:000294834900040,2020,Planning & governance,
199,"The Member States of the European Union have pledged to reduce by 20% the primary energy consumption to 2020. Since the energy consumption in residential and commercial buildings represents approximately 40% of total energy, it is possible to define a series of energy efficiency policies that allow improving the energy performance of dwellings as way to reach this objective. One of the main differences of these policies with respect to the Chilean Thermal Regulation is that the latter does not consider heat losses by air infiltration, which in practice may reduce or even eliminate the benefits generated in the context of the current building requirements. This study reviews the national standards of 14 European countries with regard to the limitation of heat losses by air infiltration, with the aim of discussing their evaluation system, measure units and extracting future lessons for the Chilean Thermal Regulation.",WOS:000328741700006,2020,Energy efficiency & consumption,
200,"In recent times, climate change has emerged as one of the most challenging political and scientific issues of our times. The Brundtland Report and Rio Conference highlighted the significance of local actions as means of securing global sustainable development. This is further emphasized by the projection that 70% of the world's population will live in cities by 2050 (UN-HABITAT, 2008). With ever increasing trends in urban consumption and production practices, a call for action against climate change is often seen as a way to foster sustainable development. Considerable attention is now being paid to determine what urban sustainability would include. OECD (n.d.) says that ""cities are centres of innovation and can advance clean energy systems, sustainable transportation, waste management and spatial development strategies to reduce greenhouse gases. With access to up to date climate science, impacts and vulnerability assessment, local authorities can also work with local stakeholders to design and implement effective adaptation strategies."" In present times however, cities try to respond to climate change through programs and initiatives in the absence of any integrated, continuous and long-term strategy. To change this situation, we propose that programs and initiatives must be financially beneficial to all stakeholders. Collaboration between local government, local businesses and residents is a necessary condition. Success depends on creating a balanced win-win situation for all stakeholders. This paper looks at how political, business and individual responses can be integrated in a conceptual model that positively addresses climate change in a municipal context and is also fiscally sustainable. (C) 2011 Elsevier B.V. All rights reserved.",WOS:000209553500005,2050,Climate change mitigation,
